GS_minus_C0,RCS_minus_C0,RCS_minus_GS,replicate
-0.001292013600682207,-0.001634101208174088,-0.00034208760749188105,31
-0.001607839519206733,-0.0013996826100231008,0.00020815690918363217,32
-0.000994104653940786,-0.0018578704238075838,-0.0008637657698667978,33
-0.004267195058839879,-0.00424820209741239,1.899296142748863e-05,34
-0.002940141714183775,-0.0027131109838848255,0.00022703073029894938,35
-0.0023183777776342174,-0.002350284901292521,-3.1907123658303504e-05,36
-0.004098206974487484,-0.004115939708797534,-1.7732734310049736e-05,37
-0.0007623253555454346,-0.0011508917071355595,-0.000388566351590125,38
-0.0033107454207830234,-0.002236436790200691,0.0010743086305823324,39
-0.0021172962625957137,-0.0019554491836406562,0.00016184707895505746,40
-0.0024609984811100327,-0.0026364092930563077,-0.00017541081194627495,41
-0.0025691754501898645,-0.0025481335282949713,2.104192189489318e-05,42
-0.001954685447957516,-0.002413160986832752,-0.00045847553887523596,43
-0.001597453990177522,-0.0020217564576643365,-0.00042430246748681455,44
-0.0026406532228433477,-0.0027863122263780404,-0.00014565900353469274,45
-0.002116493924625651,-0.003551398556160934,-0.0014349046315352831,46
-0.0018055471996378802,-0.0021020738801279526,-0.00029652668049007236,47
-0.002363410726684334,-0.0022830358897377723,8.037483694656178e-05,48
-0.002744436681436979,-0.0020140587048859127,0.0007303779765510665,49
-0.0025988357886094215,-0.0019093386210238261,0.0006894971675855954,50
-0.003717010324879255,-0.0032248368592825427,0.0004921734655967125,51
-0.0025161594805330756,-0.0029907182829053136,-0.000474558802372238,52
-0.002260680009166016,-0.002611304284415694,-0.000350624275249678,53
-0.0024615099688082287,-0.002292266420040878,0.00016924354876735048,54
-0.0020284530884240315,-0.0018937356777528613,0.00013471741067117016,55
-0.0023547130189913723,-0.0026017631921304574,-0.00024705017313908506,56
-0.0017410915568863983,-0.002205400197368035,-0.00046430864048163656,57
-0.002045261229952966,-0.0023976534842488073,-0.0003523922542958413,58
-0.003099464234746163,-0.0036881047927385113,-0.0005886405579923482,59
-0.005250776667860668,-0.004147111303629547,0.0011036653642311212,60
-0.003802017280195358,-0.0036058130711803527,0.00019620420901500513,61
-0.004275344003596193,-0.00411612607667311,0.00015921792692308312,62
-0.00045096838979408194,-0.0007675125078028255,-0.0003165441180087436,63
-0.0018171960684045807,-0.0020544195019298606,-0.00023722343352527986,64
-0.0008180359575346019,-0.002090272637360835,-0.001272236679826233,65
-0.002384519763870885,-0.002004236461365605,0.00038028330250527986,66
-0.0024633466728154474,-0.002907757065422345,-0.00044441039260689763,67
-0.0017716186288155855,-0.0025378129476181233,-0.0007661943188025377,68
-0.002220985478225135,-0.001973492979742808,0.0002474924984823268,69
-0.0031677980688450402,-0.0043996886154825665,-0.0012318905466375263,70
-0.0028397009231042603,-0.003710313295223311,-0.0008706123721190506,71
-0.002208895917870657,-0.002174400836941537,3.4495080929120014e-05,72
-0.0017609487239624855,-0.0025098416485637154,-0.0007488929246012299,73
-0.0011168890183191893,-0.0023686204202900685,-0.0012517314019708792,74
-0.0031854370233121987,-0.0024201285602583056,0.0007653084630538931,75
-0.0011473260134562402,-0.0015553738301116171,-0.0004080478166553769,76
-0.0012698711723680978,-0.0020788850631787703,-0.0008090138908106725,77
-0.0037484560891903884,-0.0028012457340825803,0.0009472103551078082,78
-0.00434315091376547,-0.0040243431924389395,0.00031880772132653057,79
-0.00198102396947486,-0.0019187122895609754,6.231167991388453e-05,80
-0.0016162604301990235,-0.0021754144293293365,-0.0005591539991303129,81
-0.003077639113285624,-0.003503778549823311,-0.00042613943653768693,82
-0.002866258893550744,-0.002403608822475589,0.00046265007107515466,83
-0.0016584097002744214,-0.0018645680406622622,-0.00020615834038784087,84
-0.0027103809874122753,-0.0028162569840132212,-0.00010587599660094593,85
-0.0013914010277075173,-0.002017849445927755,-0.0006264484182202379,86
-0.0012631987025856217,-0.0019547713701509872,-0.0006915726675653655,87
-0.0015540330769482358,-0.0022465315285115084,-0.0006924984515632726,88
-0.001479665553699383,-0.0014180736448652365,6.159190883414656e-05,89
