group,score,targets,winner_targets,mean_score,auroc,auprc,positive,negative,prevalence,image_auroc,image_auprc,auc_images,accuracy,balanced_accuracy,macro_f1,deep_win_recall,shallow_win_recall,zero_ties
pair0_2,ctx_sym,44977,34259,-0.0037145276113208715,0.8335174407482911,0.9731580607886298,30821,3438,0.8996468081380076,0.6034583434052172,0.9772200076614109,103,0.6407951195306343,0.736274888239339,0.5394792306504514,0.6168197008533143,0.8557300756253636,0
pair0_3,ctx_S,63094,46193,-0.34776100168870444,0.5443252584774663,0.7043359191229015,32874,13319,0.7116662697811357,0.45438020414012453,0.8597298942308917,134,0.29190569999783517,0.5019959743820792,0.22989440400646372,0.005718805134756951,0.9982731436294016,0
pair0_3,ctx_D,63094,46193,0.09005049262653708,0.9130895174806072,0.9548125601546161,32874,13319,0.7116662697811357,0.6169654780965529,0.8960582207441624,134,0.8577057129868162,0.842436327210174,0.8317609974368023,0.8785058100626635,0.8063668443576845,0
pair0_3,ctx_sym,63094,46193,-0.1468759471655888,0.8153857772538953,0.8950807868260402,32874,13319,0.7116662697811357,0.5489924722375419,0.8760256048039669,134,0.4228129803216938,0.5839641698143628,0.4123456536610629,0.20329135487011013,0.9646369847586155,0
pair1_0,ctx_S,66979,61970,-0.0687421034379821,0.7220370013515751,0.8054891356320566,39164,22806,0.6319832176859771,0.5588273084508159,0.8305752976272017,920,0.5756172341455543,0.6391361049459083,0.5734105897776733,0.39850372791338984,0.8797684819784267,0
pair1_0,ctx_D,66979,61970,0.038232740538452735,0.7550319076396413,0.8240615915826273,39164,22806,0.6319832176859771,0.6047280912478233,0.8435387353210909,920,0.7019686945296111,0.6938819640134157,0.6876934243602313,0.7245174139515882,0.6632465140752434,0
pair1_0,ctx_sym,66979,61970,-0.025339305069982693,0.7515647087936881,0.8261639502276547,39164,22806,0.6319832176859771,0.5882373354573047,0.8387789714211267,920,0.6684686138454091,0.6938515791226675,0.6659404831597486,0.5976917577366969,0.790011400508638,0
pair1_2,ctx_S,76360,70710,-0.17682695643562382,0.6539779140981707,0.750991723451968,43655,27055,0.6173808513647292,0.4999063431367719,0.7402790555875709,637,0.45072832696931125,0.5491794321247684,0.40012576049156895,0.12981330889932424,0.9685455553502126,0
pair1_2,ctx_D,76360,70710,0.0455878726714276,0.7274813356630818,0.8035247913642143,43655,27055,0.6173808513647292,0.565691799597,0.7672961132298536,637,0.68171404327535,0.6641119219067891,0.6637911965453867,0.7390905967243157,0.5891332470892626,0
pair1_2,ctx_sym,76360,70710,-0.08045347518149291,0.7072664736677415,0.7921464336548468,43655,27055,0.6173808513647292,0.5329021155184231,0.752750663624575,637,0.5917409135907227,0.6414771989195283,0.5902028149360947,0.429618600389417,0.8533357974496396,0
pair1_3,ctx_S,86266,72407,-0.36012554995484497,0.5988425252963923,0.5780162270343703,39959,32448,0.5518665322413578,0.47738094160343225,0.878594557740199,164,0.4499703067382988,0.5014817298030038,0.3144933104940992,0.004905027653344678,0.9980584319526628,0
pair1_3,ctx_D,86266,72407,0.0666029770106044,0.9052430418478004,0.9143174409157276,39959,32448,0.5518665322413578,0.5827078672788127,0.8942717278937821,164,0.8281934067148203,0.8206098785926432,0.8237814385523747,0.8937160589604345,0.7475036982248521,0
pair1_3,ctx_sym,86266,72407,-0.16379208673775922,0.8291971777081123,0.826768112688122,39959,32448,0.5518665322413578,0.5280348279840917,0.8852890284617172,164,0.5608435648487025,0.5982996561552021,0.5177222452693379,0.23721814860231738,0.9593811637080868,0
