group,field,targets,mean,std,median,p05,p25,p50,p75,p95,ci95_low,ci95_high
Still_Wrong,B_D,378130,0.024194988626034558,0.18788451502315484,0.015084177255630493,-0.26392161697149275,-0.10106256604194641,0.015084177255630493,0.13511864840984344,0.3432242736220359,0.020260786461965972,0.028245478110150504
Still_Wrong,B_family,378130,0.113319929125745,0.11622590177851627,0.08159245550632477,0.0019437201321125034,0.033293090760707855,0.08159245550632477,0.15527493506669998,0.34527610391378366,0.11012792837818008,0.11670840311200799
Harmed_by_CH,B_S,69617,0.22832520658556651,0.09955235220039983,0.22282087802886963,0.07447484731674195,0.16704899072647095,0.22282087802886963,0.28433066606521606,0.3977781534194946,0.22447038026843477,0.23229544406340372
Harmed_by_CH,B_D,69617,0.03621255389542633,0.16811306625530306,0.02156364917755127,-0.21352126598358154,-0.08149760961532593,0.02156364917755127,0.14060679078102112,0.3327507615089416,0.03083420606245942,0.04187326299718325
Harmed_by_CH,B_family,69617,0.13226888022117889,0.10584758486741735,0.10908269882202148,0.00910778045654297,0.054865479469299316,0.10908269882202148,0.18530510365962982,0.3350750327110288,0.1282704510182151,0.1364793751031603
Stable_Correct,B_S,1726078,0.06859619255158092,0.12023404706623883,0.0633624792098999,-0.11599929928779602,-0.01644088327884674,0.0633624792098999,0.15127678215503693,0.2652566492557525,0.06670102668247332,0.07048777981343571
Stable_Correct,B_D,1726078,0.06417875757091228,0.12110303553126443,0.06796884536743164,-0.14122667908668518,0.001194790005683899,0.06796884536743164,0.12936273217201233,0.2512745663523674,0.06196187812053306,0.06636960673839581
Stable_Correct,B_family,1726078,0.06638747506154336,0.06901214131095983,0.04717758297920227,0.00120740681886673,0.0173407644033432,0.04717758297920227,0.09514209628105164,0.1947796486318111,0.06527806524652269,0.06749053656611292
pair0_1,B_S,201473,0.25953377357648766,0.08639750371022638,0.2541601061820984,0.12684799432754518,0.20215511322021484,0.2541601061820984,0.31142646074295044,0.408570921421051,0.2569945167260771,0.26207584801372086
pair0_1,B_D,201473,0.034884378696286106,0.14606698464026813,0.0364566445350647,-0.199541437625885,-0.07114434242248535,0.0364566445350647,0.14540237188339233,0.26391966342926027,0.030622417758900938,0.03905064548041038
pair0_1,B_family,201473,0.1472090761331141,0.090142069900182,0.14463666081428528,0.009991037845611573,0.07881820201873779,0.14463666081428528,0.2089819610118866,0.2997721791267394,0.144401867891873,0.149985918107434
pair0_2,B_S,44977,0.31731863463097504,0.0834894576651825,0.3133121728897095,0.1876592755317688,0.25960540771484375,0.3133121728897095,0.37242603302001953,0.45831692814826963,0.31385553546608175,0.32076478852189916
pair0_2,B_D,44977,0.13235583619761893,0.15279886095769027,0.13850927352905273,-0.12304928302764892,0.021820276975631714,0.13850927352905273,0.2458145022392273,0.37102105021476733,0.12550983806633453,0.1390333558545814
pair0_2,B_family,44977,0.22483723541371717,0.09951846299504323,0.2227443903684616,0.06395739018917083,0.15473715960979462,0.2227443903684616,0.2929287254810333,0.39002164006233214,0.22031795234602208,0.22934320100470787
pair0_3,B_S,63094,0.38803812557628353,0.14257297710061026,0.3819771707057953,0.16598255634307862,0.27899597585201263,0.3819771707057953,0.4936056137084961,0.6278150886297226,0.37780753263279954,0.39755990056041085
