replicate,sampling_unit,sampled_slides,delta_mIoU
735,source_slide,22,-0.4699861876840794
736,source_slide,22,-0.6115609240026965
737,source_slide,22,-0.5593289468883933
738,source_slide,22,-0.4517525748465645
739,source_slide,22,-0.833377872452945
740,source_slide,22,-0.7668479013780871
741,source_slide,22,-0.6693031467845945
742,source_slide,22,-0.7565812918284176
743,source_slide,22,-0.6071833751314482
744,source_slide,22,-0.8453719363302303
745,source_slide,22,-0.6821122586497252
746,source_slide,22,-0.286313484926326
747,source_slide,22,-0.685262866578551
748,source_slide,22,-0.7353353286670417
749,source_slide,22,-0.6440034038613596
750,source_slide,22,-0.4612338497258617
751,source_slide,22,-0.5978967660429935
752,source_slide,22,-0.8892236516912733
753,source_slide,22,-0.849130634205586
754,source_slide,22,-0.6299600437534081
755,source_slide,22,-0.6527663934207784
756,source_slide,22,-0.8594126054711548
757,source_slide,22,-0.5944175740314028
758,source_slide,22,-0.8119346958175067
759,source_slide,22,-0.6696461964340927
760,source_slide,22,-0.5052683726402551
761,source_slide,22,-0.6527882125494489
762,source_slide,22,-0.6126764316048305
763,source_slide,22,-0.57370045267503
764,source_slide,22,-0.594465415894263
765,source_slide,22,-0.394117576643227
766,source_slide,22,-0.9657480625437032
767,source_slide,22,-0.7235550671781388
768,source_slide,22,-0.6679672562194705
769,source_slide,22,-0.7435326080174276
770,source_slide,22,-0.9987936532895536
771,source_slide,22,-1.0175679101302793
772,source_slide,22,-0.6358240559825257
773,source_slide,22,-0.9204824192240668
774,source_slide,22,-0.4853347479834125
775,source_slide,22,-0.796262813889137
776,source_slide,22,-0.6509812899068268
777,source_slide,22,-0.44409377378584747
778,source_slide,22,-0.9335345897149905
779,source_slide,22,-0.620664443800667
780,source_slide,22,-0.7867934539417476
781,source_slide,22,-0.6186800347971477
782,source_slide,22,-0.7672211595440959
783,source_slide,22,-0.7501415277858636
784,source_slide,22,-0.6970069079436536
785,source_slide,22,-0.8977405360669821
786,source_slide,22,-0.6505298865757125
787,source_slide,22,-0.7745307664833834
788,source_slide,22,-0.7331028654001925
789,source_slide,22,-0.6285700851875853
790,source_slide,22,-0.8431763153924909
791,source_slide,22,-0.9092634017876633
792,source_slide,22,-0.5319049068805537
793,source_slide,22,-0.9053368509142512
794,source_slide,22,-0.5490522148997368
795,source_slide,22,-0.8047970839800134
796,source_slide,22,-0.8640094680801846
797,source_slide,22,-0.7337553457248402
798,source_slide,22,-0.5888575482434932
799,source_slide,22,-0.6589381304843989
800,source_slide,22,-0.7048281277635238
801,source_slide,22,-0.725193099711019
802,source_slide,22,-0.613157242543072
803,source_slide,22,-0.5077064400581532
804,source_slide,22,-0.6444449537736263
805,source_slide,22,-0.453083283955924
806,source_slide,22,-0.9831820422829818
807,source_slide,22,-0.8192872134426654
808,source_slide,22,-0.6994710025548523
809,source_slide,22,-0.4843588300974311
810,source_slide,22,-0.3211190256410479
811,source_slide,22,-1.0518011767840396
812,source_slide,22,-0.45481790464630967
813,source_slide,22,-0.7870124571675685
814,source_slide,22,-0.47150981625608823
815,source_slide,22,-0.8568586335617412
816,source_slide,22,-0.8584573690977204
817,source_slide,22,-0.8521741802982818
818,source_slide,22,-0.685049324512299
819,source_slide,22,-0.5478530604465903
820,source_slide,22,-0.9539882030534463
821,source_slide,22,-0.6501035984029735
822,source_slide,22,-0.6442923071397155
823,source_slide,22,-0.8763379097576407
824,source_slide,22,-1.0298083011841541
825,source_slide,22,-0.6736173454567118
826,source_slide,22,-0.9818402206326127
827,source_slide,22,-0.9689545193929616
828,source_slide,22,-0.7731889254588675
829,source_slide,22,-1.1336041015034382
830,source_slide,22,-0.9261787676210331
831,source_slide,22,-0.5678671065141638
832,source_slide,22,-0.5575709900280224
833,source_slide,22,-0.7779372796811179
834,source_slide,22,-0.7010338507204561
835,source_slide,22,-0.9846888792606867
836,source_slide,22,-0.7874244483751625
837,source_slide,22,-0.9136789645468713
838,source_slide,22,-0.8484469740131173
839,source_slide,22,-0.5752082097628008
840,source_slide,22,-0.8348642151679853
841,source_slide,22,-0.9400908745129999
842,source_slide,22,-0.589052720013461
843,source_slide,22,-0.7567559813556168
844,source_slide,22,-0.8012960123588764
845,source_slide,22,-0.690131173488695
846,source_slide,22,-0.6467758430927284
847,source_slide,22,-0.7455262285316566
848,source_slide,22,-0.8009918827596052
849,source_slide,22,-0.8228257405264228
850,source_slide,22,-0.9217787058144578
851,source_slide,22,-0.6749759593832172
852,source_slide,22,-0.46648607449101265
853,source_slide,22,-0.7872661696768035
854,source_slide,22,-0.5664904016471017
855,source_slide,22,-1.041478225439607
856,source_slide,22,-0.7032277815017918
857,source_slide,22,-0.5968805476832872
858,source_slide,22,-0.6615917784322245
859,source_slide,22,-0.5727606417549214
860,source_slide,22,-0.6297769981589818
861,source_slide,22,-0.7352469424252717
862,source_slide,22,-0.7003467212081893
863,source_slide,22,-0.8110631150928582
864,source_slide,22,-0.8173333793578319
865,source_slide,22,-0.6993859563897087
866,source_slide,22,-0.7604947019661967
867,source_slide,22,-0.528324177749917
868,source_slide,22,-0.811014348677952
869,source_slide,22,-0.7129206332440963
870,source_slide,22,-0.5160704168324926
871,source_slide,22,-0.582794885792004
872,source_slide,22,-0.7329897247248085
873,source_slide,22,-0.8343427654065816
874,source_slide,22,-0.8780003469168962
875,source_slide,22,-0.6927047753901405
876,source_slide,22,-0.7229893492091355
877,source_slide,22,-0.7610998886717901
878,source_slide,22,-0.7607992758819182
879,source_slide,22,-0.6869621881942733
880,source_slide,22,-0.6512037877003274
881,source_slide,22,-0.8244060179300794
882,source_slide,22,-0.7053261105368303
883,source_slide,22,-0.6668905306121853
884,source_slide,22,-0.9974994966681971
885,source_slide,22,-0.6243869442868033
886,source_slide,22,-0.5368557876849755
887,source_slide,22,-0.7133969934750239
888,source_slide,22,-0.6302046053286992
889,source_slide,22,-0.5969186463315124
890,source_slide,22,-1.0579576021395365
891,source_slide,22,-0.5537664575992585
892,source_slide,22,-0.6106749419975244
893,source_slide,22,-0.8563090579410515
894,source_slide,22,-0.7073144890353711
895,source_slide,22,-0.5356145380095545
896,source_slide,22,-0.8708012171849355
897,source_slide,22,-1.1216296504144796
898,source_slide,22,-0.7555320872393856
899,source_slide,22,-0.8448194744394733
900,source_slide,22,-0.7463559536507569
901,source_slide,22,-0.6106406519459595
902,source_slide,22,-0.9879021589059178
903,source_slide,22,-0.5473984573330481
904,source_slide,22,-0.6452765116175652
905,source_slide,22,-0.8081172820948779
906,source_slide,22,-0.7504298027476319
907,source_slide,22,-0.8168541602065482
908,source_slide,22,-0.8473968156519684
909,source_slide,22,-0.7943448987420609
910,source_slide,22,-0.5805018607529244
911,source_slide,22,-0.7772562577571529
912,source_slide,22,-0.48969355830188466
913,source_slide,22,-0.5182402560608312
914,source_slide,22,-0.9719512957312215
915,source_slide,22,-0.8372121060369553
916,source_slide,22,-0.7692544702035509
917,source_slide,22,-0.6073502867568248
918,source_slide,22,-0.549071894137465
919,source_slide,22,-0.6440938372817451
920,source_slide,22,-0.44384154203755966
921,source_slide,22,-0.7362855249046341
922,source_slide,22,-0.5878508673821115
923,source_slide,22,-0.8943917029955228
924,source_slide,22,-1.0068729520140374
925,source_slide,22,-0.7052392024469722
926,source_slide,22,-0.6953326757841549
927,source_slide,22,-0.7796504868739396
928,source_slide,22,-0.5188440965493091
929,source_slide,22,-0.6467053996912941
930,source_slide,22,-0.8376797652896784
931,source_slide,22,-0.681191489278421
932,source_slide,22,-0.7170560834662054
933,source_slide,22,-0.6460454027672702
934,source_slide,22,-0.7454502479010139
935,source_slide,22,-0.7406061857531454
936,source_slide,22,-0.4837031253512203
937,source_slide,22,-0.7723724388705722
938,source_slide,22,-0.5124458063406001
939,source_slide,22,-0.7796659624482949
940,source_slide,22,-0.5931852596142595
941,source_slide,22,-0.7176998571526649
942,source_slide,22,-0.4800275894464967
943,source_slide,22,-0.9957824695599471
944,source_slide,22,-0.9181666101088615
945,source_slide,22,-0.940071436009382
946,source_slide,22,-1.0678206460526973
947,source_slide,22,-0.6091537754132514
948,source_slide,22,-0.4987673986531771
949,source_slide,22,-0.9312529412476955
950,source_slide,22,-0.9811178406031185
951,source_slide,22,-0.6299085947705896
952,source_slide,22,-0.68916592508943
953,source_slide,22,-0.5782795740208124
954,source_slide,22,-0.6798299578497091
955,source_slide,22,-0.5251588961270204
956,source_slide,22,-0.7028624494656022
957,source_slide,22,-0.6876819837544512
958,source_slide,22,-0.6241238557756823
959,source_slide,22,-0.8735777458892646
960,source_slide,22,-0.6470154069246448
961,source_slide,22,-0.6868443758758169
962,source_slide,22,-0.874008622774336
963,source_slide,22,-0.7193005309350964
964,source_slide,22,-0.718460914004182
965,source_slide,22,-0.8681138243105901
966,source_slide,22,-0.8865448747396365
967,source_slide,22,-0.7851386032797336
968,source_slide,22,-0.9816537141675852
969,source_slide,22,-0.451165901345818
970,source_slide,22,-0.7973552507641202
971,source_slide,22,-0.5821840384616861
972,source_slide,22,-0.4545512643983507
973,source_slide,22,-0.6160105827287543
974,source_slide,22,-0.6801658873161198
975,source_slide,22,-0.6087237640559628
976,source_slide,22,-0.6810234215717692
977,source_slide,22,-0.5380784147049567
978,source_slide,22,-0.7697565362968173
979,source_slide,22,-0.7158311217916102
980,source_slide,22,-0.4312079723708062
981,source_slide,22,-0.616656067902821
982,source_slide,22,-0.721771303822194
983,source_slide,22,-0.9442482385724649
984,source_slide,22,-0.8145532425106738
985,source_slide,22,-0.400336762664677
986,source_slide,22,-0.6581265702968242
987,source_slide,22,-0.8657722343313967
988,source_slide,22,-0.5936949258256385
989,source_slide,22,-0.6819037503535519
990,source_slide,22,-0.48132338720284773
991,source_slide,22,-0.8314131842285577
992,source_slide,22,-0.6315586369712856
993,source_slide,22,-0.5930266314132515
994,source_slide,22,-0.8304323711601169
995,source_slide,22,-0.6988352668917508
996,source_slide,22,-0.7349224768369744
997,source_slide,22,-0.7716588623673193
998,source_slide,22,-0.4412016889618897
999,source_slide,22,-0.3068585333653173
1000,source_slide,22,-0.7808502558962593
1001,source_slide,22,-0.7059658481230136
1002,source_slide,22,-0.7646308026060256
1003,source_slide,22,-0.7686886913715885
1004,source_slide,22,-0.5018201098146213
1005,source_slide,22,-0.7865256438956414
1006,source_slide,22,-0.6305779392029365
1007,source_slide,22,-0.53930027760003
1008,source_slide,22,-0.6638378112169385
1009,source_slide,22,-0.3939389088169376
1010,source_slide,22,-0.837312366003562
1011,source_slide,22,-0.6902040528214859
1012,source_slide,22,-0.6223569922125805
1013,source_slide,22,-0.875751018772708
1014,source_slide,22,-0.8688718987555855
1015,source_slide,22,-0.6624061253066471
1016,source_slide,22,-0.5582436519447675
1017,source_slide,22,-0.8968171997219554
1018,source_slide,22,-0.7572048760938088
1019,source_slide,22,-0.8495151758761033
1020,source_slide,22,-0.8773141036393817
1021,source_slide,22,-0.5527624818470356
1022,source_slide,22,-0.6140054001781192
1023,source_slide,22,-0.9965294719915918
1024,source_slide,22,-0.44448824781284646
1025,source_slide,22,-0.7286110440903659
1026,source_slide,22,-0.725535034603908
1027,source_slide,22,-0.8184112103824193
1028,source_slide,22,-0.6960587129053564
1029,source_slide,22,-0.7132387620476632
1030,source_slide,22,-0.7443132825713961
1031,source_slide,22,-0.5802769611489178
1032,source_slide,22,-0.6743135174449355
1033,source_slide,22,-0.7786726348663509
1034,source_slide,22,-0.9269939032187535
1035,source_slide,22,-0.9627479524645821
1036,source_slide,22,-0.747825830922022
1037,source_slide,22,-0.6623829822043792
1038,source_slide,22,-0.6111130338077642
1039,source_slide,22,-0.6219568756175464
1040,source_slide,22,-0.8141273746419819
1041,source_slide,22,-0.5382718151282662
1042,source_slide,22,-0.7169991771832529
1043,source_slide,22,-0.7200711241316382
1044,source_slide,22,-0.5819110758099155
1045,source_slide,22,-0.9163439106191107
1046,source_slide,22,-0.6055165193464052
1047,source_slide,22,-0.8354156107589605
1048,source_slide,22,-0.6293759207660177
1049,source_slide,22,-0.7381166169166065
1050,source_slide,22,-0.635302195485854
1051,source_slide,22,-0.7273620447912688
1052,source_slide,22,-0.6038633204281219
1053,source_slide,22,-0.3084310011908453
1054,source_slide,22,-0.4746362523823211
1055,source_slide,22,-0.7507191844961403
1056,source_slide,22,-1.0414082055388296
1057,source_slide,22,-0.7470064761126993
1058,source_slide,22,-0.6089352726607045
1059,source_slide,22,-0.6667425219636258
1060,source_slide,22,-0.778833356491393
1061,source_slide,22,-0.6647537712457519
1062,source_slide,22,-0.7930304929052445
1063,source_slide,22,-0.8367651449870284
1064,source_slide,22,-0.6301478452551801
1065,source_slide,22,-0.772756237936334
1066,source_slide,22,-0.7574077050891748
1067,source_slide,22,-0.6649938456919857
1068,source_slide,22,-0.7724599364192564
1069,source_slide,22,-0.7477970418716451
1070,source_slide,22,-1.0259909152167124
1071,source_slide,22,-0.6859685632654156
1072,source_slide,22,-0.8808956809075341
1073,source_slide,22,-0.7288728055447335
1074,source_slide,22,-0.5220996783111165
1075,source_slide,22,-0.8385278650803518
1076,source_slide,22,-0.6118713652332297
1077,source_slide,22,-0.3035346812870654
1078,source_slide,22,-0.6455696316946313
1079,source_slide,22,-0.8210789277983799
1080,source_slide,22,-0.7764738460674936
1081,source_slide,22,-0.6785638097938862
1082,source_slide,22,-0.658041901187334
1083,source_slide,22,-0.5257353121556063
1084,source_slide,22,-0.929737868629299
1085,source_slide,22,-0.534174618381833
1086,source_slide,22,-0.676398513872023
1087,source_slide,22,-0.7244170466030542
1088,source_slide,22,-0.81806498442617
1089,source_slide,22,-0.5769736559108063
1090,source_slide,22,-0.7863521933677231
1091,source_slide,22,-0.6064214662066192
1092,source_slide,22,-0.8719129161952277
1093,source_slide,22,-0.7629551254546452
1094,source_slide,22,-0.7964423103688056
1095,source_slide,22,-0.8369740353693311
1096,source_slide,22,-0.5966539074193644
1097,source_slide,22,-0.7713807822059993
1098,source_slide,22,-0.7315238749027286
1099,source_slide,22,-0.6319797463004484
1100,source_slide,22,-0.7498878712245416
1101,source_slide,22,-0.9553077628062789
1102,source_slide,22,-0.7413900326036837
1103,source_slide,22,-1.0559208697335287
1104,source_slide,22,-0.6721034205903753
1105,source_slide,22,-0.7221139879064697
1106,source_slide,22,-0.6683984372056084
1107,source_slide,22,-0.7802053138026621
1108,source_slide,22,-0.5615279564317066
1109,source_slide,22,-0.45176295512170395
1110,source_slide,22,-0.7653286543586546
1111,source_slide,22,-0.537527066144472
1112,source_slide,22,-0.6156010694528868
1113,source_slide,22,-0.6999864797932465
1114,source_slide,22,-0.8118367385126501
1115,source_slide,22,-0.7949106855072552
1116,source_slide,22,-0.9161668797302625
1117,source_slide,22,-0.5825823798068841
1118,source_slide,22,-0.6615164700495502
1119,source_slide,22,-0.7798181161105422
1120,source_slide,22,-0.6677154499447835
1121,source_slide,22,-0.722832479354385
1122,source_slide,22,-0.6821983464665671
1123,source_slide,22,-0.836917328185216
1124,source_slide,22,-0.508658711056309
1125,source_slide,22,-0.9458136745676082
1126,source_slide,22,-0.7350596585210423
1127,source_slide,22,-1.0079577364248582
1128,source_slide,22,-1.1699098353905701
1129,source_slide,22,-0.8881733663608116
1130,source_slide,22,-0.6699816129403069
1131,source_slide,22,-1.0010105942714231
1132,source_slide,22,-0.385723428064233
1133,source_slide,22,-0.7382532262038666
1134,source_slide,22,-0.5619335399586589
1135,source_slide,22,-0.5251102476222957
1136,source_slide,22,-0.7346445799869539
1137,source_slide,22,-0.6942109460474244
1138,source_slide,22,-0.7862041606255921
1139,source_slide,22,-0.7847682630379049
1140,source_slide,22,-0.7676853250086269
1141,source_slide,22,-0.7306073762660126
1142,source_slide,22,-0.5753855303550992
1143,source_slide,22,-0.6321297237986578
1144,source_slide,22,-0.793580029130414
1145,source_slide,22,-0.38314722299445103
1146,source_slide,22,-0.36729293125529194
1147,source_slide,22,-0.6674151387791705
1148,source_slide,22,-0.7311622743648827
1149,source_slide,22,-0.5041497141242357
1150,source_slide,22,-0.7757856383371231
1151,source_slide,22,-0.732036827911553
1152,source_slide,22,-0.5701385145081561
1153,source_slide,22,-0.8367525588385383
1154,source_slide,22,-0.5949869493739324
1155,source_slide,22,-0.32296570348738785
1156,source_slide,22,-0.8025115446803399
1157,source_slide,22,-0.6963372933124989
1158,source_slide,22,-0.7218042352165721
1159,source_slide,22,-0.49085089925366976
1160,source_slide,22,-0.9885966717194772
1161,source_slide,22,-0.730267566824383
1162,source_slide,22,-0.6201335585510948
1163,source_slide,22,-1.2013096869794904
1164,source_slide,22,-0.6375275693852434
1165,source_slide,22,-0.4686572307298631
1166,source_slide,22,-0.8335047842666921
1167,source_slide,22,-0.596681730446158
1168,source_slide,22,-0.665017961498382
1169,source_slide,22,-0.7769253866798498
1170,source_slide,22,-0.642901947213359
1171,source_slide,22,-0.8090871198160099
1172,source_slide,22,-0.6136430960439476
1173,source_slide,22,-0.8595649524789195
1174,source_slide,22,-0.9228675553361598
1175,source_slide,22,-0.7122387435190225
1176,source_slide,22,-0.5918946711186202
1177,source_slide,22,-0.8217830308880347
1178,source_slide,22,-0.5688247574454852
1179,source_slide,22,-0.4585407880828951
1180,source_slide,22,-0.831991945381072
1181,source_slide,22,-0.7577292214978271
1182,source_slide,22,-0.6379929475597956
1183,source_slide,22,-0.789627989549313
1184,source_slide,22,-0.7114777777871617
1185,source_slide,22,-0.7613232003512715
1186,source_slide,22,-0.8602153440620208
1187,source_slide,22,-0.568477018026825
1188,source_slide,22,-1.0644537798710552
1189,source_slide,22,-0.8871406765837864
1190,source_slide,22,-0.7502778453261083
1191,source_slide,22,-0.634591143392027
1192,source_slide,22,-0.827830850881861
1193,source_slide,22,-0.8026234727921189
1194,source_slide,22,-0.7713365891401924
1195,source_slide,22,-0.734890418788936
1196,source_slide,22,-0.8568952660526818
1197,source_slide,22,-0.8231175810960445
1198,source_slide,22,-0.7150368344965297
1199,source_slide,22,-0.4197825981794745
1200,source_slide,22,-0.6658675806359926
1201,source_slide,22,-0.9144339190942374
1202,source_slide,22,-0.7163428646870473
1203,source_slide,22,-0.8114867393390734
1204,source_slide,22,-0.34609485797654216
1205,source_slide,22,-0.885690922585558
1206,source_slide,22,-0.5782872635608394
1207,source_slide,22,-0.8036770703904406
1208,source_slide,22,-0.7088035107960411
1209,source_slide,22,-0.8361363705724822
1210,source_slide,22,-0.5115500257196537
1211,source_slide,22,-0.533736731868617
1212,source_slide,22,-0.7455320394181508
1213,source_slide,22,-0.9966286036144245
1214,source_slide,22,-1.0177898715337697
1215,source_slide,22,-0.7696856816235886
1216,source_slide,22,-0.5523756626086729
1217,source_slide,22,-0.7022065791004173
1218,source_slide,22,-0.7535990105866253
1219,source_slide,22,-0.7252143873838102
1220,source_slide,22,-0.7942838300367017
1221,source_slide,22,-0.4691799779240058
1222,source_slide,22,-0.7760715083189984
1223,source_slide,22,-0.5486240683661436
1224,source_slide,22,-0.7523353037097946
1225,source_slide,22,-0.7993773815886729
1226,source_slide,22,-0.46838646333221545
1227,source_slide,22,-0.7942228945062579
1228,source_slide,22,-0.6109806180437327
1229,source_slide,22,-0.5764381734871815
1230,source_slide,22,-0.7992857414588106
1231,source_slide,22,-0.7160548104302666
1232,source_slide,22,-0.601296914884264
1233,source_slide,22,-0.84523496760609
1234,source_slide,22,-0.6356653843779592
1235,source_slide,22,-0.4825529934225248
1236,source_slide,22,-0.5592052656745006
1237,source_slide,22,-0.4959499950758839
1238,source_slide,22,-0.6155938349407308
1239,source_slide,22,-0.6793200961198065
1240,source_slide,22,-0.5838774236246902
1241,source_slide,22,-0.5820824795597979
1242,source_slide,22,-0.4578389253493964
1243,source_slide,22,-0.638730159652634
1244,source_slide,22,-0.8070514735592504
1245,source_slide,22,-0.6665168819414258
1246,source_slide,22,-0.3273546331355681
1247,source_slide,22,-0.6721343047663475
1248,source_slide,22,-0.8290553686440605
1249,source_slide,22,-0.8044046008359063
1250,source_slide,22,-0.799953998687486
1251,source_slide,22,-0.5594609831670594
1252,source_slide,22,-0.9637988228445082
1253,source_slide,22,-0.5916453027274171
1254,source_slide,22,-0.8043166955192249
1255,source_slide,22,-0.5159088057942518
1256,source_slide,22,-0.6933241959515168
1257,source_slide,22,-0.7965764593495184
1258,source_slide,22,-0.8370489271714798
1259,source_slide,22,-0.8271937514189864
1260,source_slide,22,-1.0164263059386447
1261,source_slide,22,-0.7212716928675089
1262,source_slide,22,-0.7267257261320603
1263,source_slide,22,-0.6145054884739709
1264,source_slide,22,-0.5077459900118209
1265,source_slide,22,-0.7739633820703085
1266,source_slide,22,-0.7440956603365301
1267,source_slide,22,-0.7199902205510034
1268,source_slide,22,-0.3807730603068826
1269,source_slide,22,-0.776871840712956
1270,source_slide,22,-0.44754863554656854
1271,source_slide,22,-0.7561772762519792
1272,source_slide,22,-0.7931355698609033
1273,source_slide,22,-0.9044830392351044
1274,source_slide,22,-0.7502839407633743
1275,source_slide,22,-0.7620110863711393
1276,source_slide,22,-0.5329818943893838
1277,source_slide,22,-0.6402843221692045
1278,source_slide,22,-0.6709326082029898
1279,source_slide,22,-1.0025605077670918
1280,source_slide,22,-0.5650916427700992
1281,source_slide,22,-1.2521824712105833
1282,source_slide,22,-0.9471386965617445
1283,source_slide,22,-0.704638464686691
1284,source_slide,22,-0.7918837157268155
1285,source_slide,22,-0.7542925180881621
1286,source_slide,22,-0.6580918608085295
1287,source_slide,22,-0.8797792101694624
1288,source_slide,22,-0.779970405651853
1289,source_slide,22,-0.8357700479979524
1290,source_slide,22,-0.6983396092509864
1291,source_slide,22,-0.5705208042720455
1292,source_slide,22,-0.7065582158800598
1293,source_slide,22,-0.928965764320655
1294,source_slide,22,-0.803489899271348
1295,source_slide,22,-0.48161828846372545
1296,source_slide,22,-0.8632340797281701
1297,source_slide,22,-0.7929806776717951
1298,source_slide,22,-0.6207736551018583
1299,source_slide,22,-0.6072397516928896
1300,source_slide,22,-0.6440441795645957
1301,source_slide,22,-0.8604191933619387
1302,source_slide,22,-0.7584192428615966
1303,source_slide,22,-0.3432920962453623
1304,source_slide,22,-0.6681836176259282
1305,source_slide,22,-0.6337176286909552
1306,source_slide,22,-0.8369706074801142
1307,source_slide,22,-0.6495481468667075
1308,source_slide,22,-0.6964853010542615
1309,source_slide,22,-0.7798403973171886
1310,source_slide,22,-0.667516628183995
1311,source_slide,22,-0.7533815611710293
1312,source_slide,22,-1.1134470088542514
1313,source_slide,22,-0.9192686044865339
1314,source_slide,22,-0.671669756188531
1315,source_slide,22,-0.8981202608379646
1316,source_slide,22,-0.5762058834845929
1317,source_slide,22,-0.7382873710198412
1318,source_slide,22,-0.6523958612138614
1319,source_slide,22,-0.7908707688132899
1320,source_slide,22,-0.7528697746539192
1321,source_slide,22,-0.7207512308724517
1322,source_slide,22,-0.7709961481338179
1323,source_slide,22,-0.32610250715046085
1324,source_slide,22,-1.0590798435524018
1325,source_slide,22,-0.7059573310060907
1326,source_slide,22,-0.8674566103020087
1327,source_slide,22,-0.5700606474659753
1328,source_slide,22,-0.7787941817122279
1329,source_slide,22,-0.7880455544512666
1330,source_slide,22,-0.6912275339371332
1331,source_slide,22,-0.5961593609348781
1332,source_slide,22,-0.7832062792257677
1333,source_slide,22,-0.47964499268449146
1334,source_slide,22,-0.7451424542136098
1335,source_slide,22,-0.6139058225280714
1336,source_slide,22,-0.6862253750427705
1337,source_slide,22,-0.6116381672467752
1338,source_slide,22,-0.6579233045892918
1339,source_slide,22,-0.7742383964325139
1340,source_slide,22,-0.5857841960432264
1341,source_slide,22,-0.95322193630758
1342,source_slide,22,-0.761726458745271
1343,source_slide,22,-0.6733368409473584
1344,source_slide,22,-0.6074153268969984
1345,source_slide,22,-0.8016694886280096
1346,source_slide,22,-0.8810617158603096
1347,source_slide,22,-0.7708034812311082
1348,source_slide,22,-0.933055816704198
1349,source_slide,22,-1.0536483042901779
1350,source_slide,22,-0.8036930736589398
1351,source_slide,22,-0.8939134386745762
1352,source_slide,22,-0.745182965361435
1353,source_slide,22,-0.5768388915528444
1354,source_slide,22,-0.5552904467070685
1355,source_slide,22,-0.7744838463063286
1356,source_slide,22,-0.5775972538014984
1357,source_slide,22,-0.8074795787289424
1358,source_slide,22,-0.8370136348518464
1359,source_slide,22,-0.6887968846940873
1360,source_slide,22,-0.6860787939512281
1361,source_slide,22,-0.8773466391356899
1362,source_slide,22,-0.7024926160740352
1363,source_slide,22,-0.8685581720789259
1364,source_slide,22,-0.5617491129242924
1365,source_slide,22,-0.7160893167775573
1366,source_slide,22,-0.70202383296738
1367,source_slide,22,-0.7561611525861878
1368,source_slide,22,-0.6760394707981066
1369,source_slide,22,-0.7499749482841156
1370,source_slide,22,-0.6486924275510564
1371,source_slide,22,-0.9525536530601619
1372,source_slide,22,-0.640580636138588
1373,source_slide,22,-0.7672914017163968
1374,source_slide,22,-0.7315267446661555
1375,source_slide,22,-0.7913111644590076
1376,source_slide,22,-0.9176972534747252
1377,source_slide,22,-0.6639007066706726
1378,source_slide,22,-0.8135880278835272
1379,source_slide,22,-0.829957147841387
1380,source_slide,22,-0.9676589685711834
1381,source_slide,22,-0.4692076891941843
1382,source_slide,22,-0.6077237125708845
1383,source_slide,22,-0.8868617625304887
1384,source_slide,22,-0.8029878715709149
1385,source_slide,22,-0.6227963118362045
1386,source_slide,22,-0.5980855207006863
1387,source_slide,22,-0.6389890945849741
1388,source_slide,22,-0.8663639922585897
1389,source_slide,22,-0.7613864422884031
1390,source_slide,22,-0.7738225931275378
1391,source_slide,22,-0.5607712662556219
1392,source_slide,22,-0.7456314647158679
1393,source_slide,22,-0.8147782997003805
1394,source_slide,22,-0.7369514752362805
1395,source_slide,22,-1.0207480008473047
1396,source_slide,22,-0.49920833963812417
1397,source_slide,22,-0.5057422903615882
1398,source_slide,22,-0.4254992607871544
1399,source_slide,22,-0.5296426241881758
1400,source_slide,22,-0.5647681159848816
1401,source_slide,22,-0.7165874105640513
1402,source_slide,22,-0.6623048550931432
1403,source_slide,22,-0.6691043846086764
1404,source_slide,22,-0.9745092983163173
1405,source_slide,22,-0.7985783511822331
1406,source_slide,22,-0.46306205783154253
1407,source_slide,22,-0.6682421923937976
1408,source_slide,22,-0.664951514368961
1409,source_slide,22,-0.9198304914131428
1410,source_slide,22,-0.923527935655688
1411,source_slide,22,-0.8278676198148927
1412,source_slide,22,-0.4642775241170516
1413,source_slide,22,-0.6650357129818762
1414,source_slide,22,-0.7635690978800458
1415,source_slide,22,-0.6133580844999709
1416,source_slide,22,-0.48957877220352497
1417,source_slide,22,-1.0151246037350514
1418,source_slide,22,-0.7795752447586124
1419,source_slide,22,-0.7821412732324173
1420,source_slide,22,-0.9203271486146192
1421,source_slide,22,-0.5944767796545403
1422,source_slide,22,-0.6426867360998956
1423,source_slide,22,-1.0212578214020218
1424,source_slide,22,-0.7592689794684748
1425,source_slide,22,-0.8321989781412298
1426,source_slide,22,-0.7184033586713157
1427,source_slide,22,-0.6715874495905605
1428,source_slide,22,-0.7595302062429421
1429,source_slide,22,-0.8503982101574881
1430,source_slide,22,-0.7634886804905094
1431,source_slide,22,-0.8311705797281577
1432,source_slide,22,-0.5807953709123792
1433,source_slide,22,-0.692521085764275
1434,source_slide,22,-0.6942546843485498
1435,source_slide,22,-0.6100919614308586
1436,source_slide,22,-0.6190355579927531
1437,source_slide,22,-0.7685005685045931
1438,source_slide,22,-0.5632162198504043
1439,source_slide,22,-0.6069734734186927
1440,source_slide,22,-0.712448283206113
1441,source_slide,22,-0.7788752242231411
1442,source_slide,22,-0.6080714898279327
1443,source_slide,22,-0.7593138803290156
1444,source_slide,22,-0.8442728408575517
1445,source_slide,22,-0.975127621065619
1446,source_slide,22,-0.7375978821499207
1447,source_slide,22,-1.122932242477459
1448,source_slide,22,-0.5281270985681985
1449,source_slide,22,-0.7157742432091663
1450,source_slide,22,-0.9861771212160697
