image_id,class,radius,boundary_pixels,interior_pixels,gcqm_interior_correctness,gcqm_interior_recall,gcqm_interior_precision,gcqm_interior_fn_density,gcqm_interior_fp_leakage,gcqm_interior_fn_islands,gcqm_interior_fp_islands,gcqm_boundary_precision,gcqm_boundary_recall,gcqm_boundary_f1,gcqm_boundary_accuracy,gcqm_boundary_fp_density,gcqm_boundary_fn_density,sshr_interior_correctness,sshr_interior_recall,sshr_interior_precision,sshr_interior_fn_density,sshr_interior_fp_leakage,sshr_interior_fn_islands,sshr_interior_fp_islands,sshr_boundary_precision,sshr_boundary_recall,sshr_boundary_f1,sshr_boundary_accuracy,sshr_boundary_fp_density,sshr_boundary_fn_density,pixel_interior_correctness,pixel_interior_recall,pixel_interior_precision,pixel_interior_fn_density,pixel_interior_fp_leakage,pixel_interior_fn_islands,pixel_interior_fp_islands,pixel_boundary_precision,pixel_boundary_recall,pixel_boundary_f1,pixel_boundary_accuracy,pixel_boundary_fp_density,pixel_boundary_fn_density
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+1,2,3,357,234,0.0,0.0,nan,1.0,0.0,1,0,nan,0.0,0.0,0.2969187675070028,0.0,0.7030812324929971,0.0,0.0,nan,1.0,0.0,1,0,nan,0.0,0.0,0.2969187675070028,0.0,0.7030812324929971,0.0,0.0,nan,1.0,0.0,1,0,nan,0.0,0.0,0.2969187675070028,0.0,0.7030812324929971
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+1,2,5,544,120,0.0,0.0,nan,1.0,0.0,1,0,nan,0.0,0.0,0.3290441176470588,0.0,0.6709558823529411,0.0,0.0,nan,1.0,0.0,1,0,nan,0.0,0.0,0.3290441176470588,0.0,0.6709558823529411,0.0,0.0,nan,1.0,0.0,1,0,nan,0.0,0.0,0.3290441176470588,0.0,0.6709558823529411
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+10,1,1,1765,28637,0.7602053287704718,0.7602053287704718,0.887123064384678,0.23979467122952824,0.059528926330267344,4,9,0.8040621266427718,0.5603663613655288,0.6604514229636899,0.6079320113314448,0.09291784702549576,0.2991501416430595,0.741034326221322,0.741034326221322,0.9156059886956897,0.2589656737786779,0.04203558841227542,2,7,0.8192090395480226,0.6036636136552873,0.6951102588686481,0.6396600566572238,0.0906515580736544,0.2696883852691218,0.7432691971924433,0.7432691971924433,0.8939521209575808,0.25673080280755667,0.054263732485171495,4,9,0.8012121212121213,0.5503746877601998,0.6525172754195459,0.6011331444759207,0.09291784702549576,0.3059490084985836
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+10,1,3,5142,26368,0.7763577063106796,0.7763577063106796,0.8941253548809783,0.2236422936893204,0.05666199158485274,4,3,0.8055555555555556,0.5682997118155619,0.6664413653261236,0.6161026837806302,0.09257098405289771,0.2913263321664722,0.7513652912621359,0.7513652912621359,0.9242395969397276,0.24863470873786409,0.03796166432912576,2,7,0.8210850327048865,0.614985590778098,0.7032460042840666,0.6497471800855699,0.09043173862310384,0.2598210812913263,0.7589502427184466,0.7589502427184466,0.9017257693867435,0.2410497572815534,0.05098176718092567,4,6,0.8038237738985868,0.5573487031700288,0.6582709326072158,0.6094904706339945,0.09179307662388175,0.29871645274212366
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+10,1,5,8356,24243,0.7927649218331064,0.7927649218331064,0.90035603860208,0.20723507816689354,0.05420351163324074,6,5,0.811477472942361,0.5762287756925827,0.6739130434782609,0.6266156055528961,0.08963618956438488,0.283748204882719,0.7612919193169162,0.7612919193169162,0.932027067972932,0.23870808068308377,0.03430085879564741,3,5,0.8287817620517691,0.6237712243074174,0.711809096471548,0.6617999042604117,0.08628530397319291,0.2519147917663954,0.7751103411293981,0.7751103411293981,0.9087875417130145,0.22488965887060183,0.048061975994495555,5,3,0.8095971259943546,0.5638963360142984,0.6647703329119259,0.6191957874581139,0.08879846816658689,0.2920057443752992
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+10,2,1,1331,17895,0.8452081587035485,0.8452081587035485,0.6877500909421608,0.15479184129645152,0.14757586177254362,9,4,0.5961342828077314,0.7600518806744487,0.6681870011402509,0.5627347858752817,0.29827197595792637,0.13899323816679188,0.8906957250628668,0.8906957250628668,0.6824662813102119,0.10930427493713328,0.1593741941029829,7,2,0.5979899497487438,0.7717250324254216,0.6738391845979615,0.5672426746806912,0.3005259203606311,0.1322314049586777,0.8588991338362671,0.8588991338362671,0.6764369333685415,0.14110086616373288,0.15799879652712112,9,4,0.5957230142566191,0.7587548638132295,0.6674272675413577,0.5619834710743802,0.29827197595792637,0.13974455296769348
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+10,2,3,3867,16412,0.8523031927857665,0.8523031927857665,0.7034448076439527,0.14769680721423348,0.13784478728377747,3,4,0.600976630624346,0.764418811002662,0.6729154462019137,0.5668476855443496,0.295836565813292,0.1373157486423584,0.9010480136485498,0.9010480136485498,0.6928410794602698,0.09895198635145015,0.15324918186068257,7,2,0.6033172080165861,0.774622892635315,0.6783216783216783,0.5717610550814585,0.2968709594000517,0.13136798551848977,0.867109432122837,0.867109432122837,0.6912614756885413,0.13289056787716305,0.1485741000467508,6,4,0.601115760111576,0.7648624667258208,0.6731745411948458,0.5671062839410396,0.295836565813292,0.13705715024566847
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+10,2,5,6271,14998,0.8581810908121082,0.8581810908121082,0.719251187482537,0.14181890918789172,0.12802935705002422,5,6,0.6072268548214668,0.7742639040348964,0.6806470940683044,0.5750279062350502,0.29293573592728434,0.13203635783766546,0.9102547006267502,0.9102547006267502,0.702299501003138,0.08974529937324977,0.14747330598098926,5,3,0.6102053779377514,0.7857142857142857,0.6869264688356572,0.5810875458459576,0.2935735927284325,0.12533886142560996,0.8742498999866649,0.8742498999866649,0.7063132945485887,0.12575010001333511,0.13893631660762978,3,5,0.6074786324786324,0.7750817884405671,0.6811212266411116,0.5755062988359113,0.29293573592728434,0.13155796523680433
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+100,1,1,1934,9329,0.7677135813056062,0.7677135813056062,0.5690449706022565,0.23228641869439381,0.1982093915585602,6,3,0.8791581805838425,0.7690023752969121,0.8203991130820399,0.7068252326783868,0.09203722854188211,0.20113753877973112,1.0,1.0,0.5644702607853815,0.0,0.2630367257445642,0,3,0.8707342295760083,1.0,0.9309010503040354,0.8707342295760083,0.12926577042399173,0.0,0.7475613677778968,0.7475613677778968,0.564742084379302,0.2524386322221031,0.1964187831171204,7,3,0.8719889883000688,0.752375296912114,0.8077781319732228,0.688210961737332,0.09617373319544985,0.2156153050672182
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+100,1,3,5505,6248,0.7648847631241997,0.7648847631241997,0.48860034761271853,0.23511523687580024,0.21682777753695434,16,3,0.8765490943755958,0.7718782791185729,0.820890525610981,0.7084468664850136,0.09409627611262489,0.1974568574023615,1.0,1.0,0.4902314633189486,0.0,0.2816333607872036,0,3,0.8655767484105359,1.0,0.9279454722492697,0.8655767484105359,0.1344232515894641,0.0,0.7463188220230473,0.7463188220230473,0.48567857514842205,0.2536811779769526,0.2140534916988166,16,3,0.8690794267670634,0.7508919202518363,0.805674397658185,0.6864668483197094,0.09791099000908265,0.21562216167120798
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+100,1,5,7772,4458,0.743606998654105,0.743606998654105,0.41635267520723435,0.25639300134589504,0.2306661371984513,2,2,0.859866220735786,0.7844393592677346,0.8204228161148783,0.7103705609881626,0.10782295419454452,0.18180648481729283,1.0,1.0,0.43164213787761424,0.0,0.2913729772659585,0,7,0.8434122490993309,1.0,0.915055489634955,0.8434122490993309,0.15658775090066906,0.0,0.7274562584118439,0.7274562584118439,0.41502431533145634,0.27254374158815614,0.22689367616400277,2,2,0.8518834157150162,0.7624713958810069,0.8047013363387538,0.6878538342768914,0.111811631497684,0.2003345342254246
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+100,2,1,896,18036,0.699268130405855,0.699268130405855,0.8533730292983287,0.30073186959414505,0.07918874474693952,3,6,0.8535031847133758,0.6232558139534884,0.7204301075268817,0.6517857142857143,0.07700892857142858,0.27120535714285715,0.600909292526059,0.600909292526059,1.0,0.399090707473941,0.0,3,0,1.0,0.40310077519379844,0.574585635359116,0.5703125,0.0,0.4296875,0.7019849190507873,0.7019849190507873,0.8431672882258924,0.2980150809492127,0.08605883427736159,3,7,0.8580786026200873,0.6093023255813953,0.7126019945602902,0.6462053571428571,0.07254464285714286,0.28125
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+100,2,3,2616,16821,0.7026336127459722,0.7026336127459722,0.8894491270319085,0.2973663872540277,0.06367852962850579,3,16,0.8615717375630858,0.6424731182795699,0.736064059131506,0.6724006116207951,0.07339449541284404,0.25420489296636084,0.6137566137566137,0.6137566137566137,1.0,0.3862433862433862,0.0,3,0,1.0,0.4161290322580645,0.5876993166287016,0.5848623853211009,0.0,0.4151376146788991,0.706438380595684,0.706438380595684,0.8823136323136324,0.293561619404316,0.06870692271013047,3,16,0.8585043988269795,0.6295698924731182,0.7264267990074442,0.6628440366972477,0.07377675840978594,0.26337920489296635
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+100,2,5,4258,15688,0.7037863335033147,0.7037863335033147,0.906188443860801,0.29621366649668535,0.05673582845229822,2,2,0.864592462751972,0.6592048112261945,0.7480568720379147,0.6878816345702208,0.07256928135274777,0.23954908407703146,0.6258286588475268,0.6258286588475268,1.0,0.37417134115247325,0.0,7,0,1.0,0.42766455061810893,0.5991106950620173,0.5976984499765148,0.0,0.4023015500234852,0.7086308006119327,0.7086308006119327,0.9014758352254297,0.2913691993880673,0.0603097389059863,2,2,0.8585992907801419,0.6471767457400601,0.738045341969899,0.677078440582433,0.07491780178487553,0.2480037576326914
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+101,1,1,1660,17432,0.8688618632400184,0.8688618632400184,0.6172970329312031,0.13113813675998165,0.205993330993331,5,7,0.6078571428571429,0.8639593908629442,0.7136268343815514,0.5885542168674699,0.33072289156626505,0.08072289156626505,0.9893873336392841,0.9893873336392841,0.6177292263610316,0.010612666360715924,0.23413917163917164,6,5,0.607501674480911,0.9208121827411168,0.7320419693301049,0.6,0.3530120481927711,0.046987951807228916,0.8269274896741624,0.8269274896741624,0.6362272145473805,0.17307251032583754,0.18080905580905582,6,7,0.6164280331574982,0.8304568527918782,0.7076124567474048,0.5927710843373494,0.3066265060240964,0.10060240963855421
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+101,1,3,4893,15535,0.8687479884132604,0.8687479884132604,0.6294776119402985,0.13125201158673963,0.19333641607242813,6,5,0.6104466682938736,0.8678001387925052,0.716721593351483,0.5959534028203556,0.3261802575107296,0.07786633966891478,0.9939491470872224,0.9939491470872224,0.6306052438127909,0.006050852912777599,0.2201319087833727,3,5,0.6129688206055128,0.9413601665510063,0.7424740010946907,0.6153688943388514,0.3500919681177192,0.03453913754342939,0.825619568715803,0.825619568715803,0.6501748872104223,0.17438043128419697,0.1679524933680547,5,4,0.6229296066252588,0.8351839000693962,0.7136080640379484,0.6051502145922747,0.29777232781524626,0.09707745759247906
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+101,1,5,8026,13735,0.8666909355660721,0.8666909355660721,0.6421404682274248,0.13330906443392793,0.18030113605479153,2,5,0.6133673010639892,0.8741990602306706,0.7209158960810216,0.605158235733865,0.3214552703712933,0.07338649389484177,0.9971605387695668,0.9971605387695668,0.645580956870139,0.0028394612304332,0.20435397075610154,3,8,0.6132049518569463,0.9521571977787271,0.7459839357429718,0.6217293795165711,0.35036132569150263,0.02790929479192624,0.8219876228613032,0.8219876228613032,0.6660766961651917,0.17801237713869675,0.15382942871120292,6,4,0.6240899018676797,0.8421614694574968,0.7169090909090909,0.6120109643658111,0.29591328183403937,0.09207575380014951
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+101,2,1,2012,28152,0.6664535379369139,0.6664535379369139,0.8913911060433295,0.3335464620630861,0.05014917514917515,7,5,0.8209606986899564,0.42152466367713004,0.557037037037037,0.5541749502982107,0.06113320079522863,0.38469184890656066,0.6208795112247798,0.6208795112247798,0.9895267210144928,0.37912048877522025,0.004058441558441558,5,6,0.8599640933572711,0.3579970104633782,0.5055408970976253,0.5342942345924453,0.03876739562624255,0.4269383697813121,0.7072321682296107,0.7072321682296107,0.8684084267457582,0.29276783177038934,0.06618550368550369,7,6,0.8063660477453581,0.45440956651718983,0.5812619502868069,0.5646123260437376,0.07256461232604373,0.3628230616302187
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+101,2,3,5933,25554,0.6891289034984738,0.6891289034984738,0.8962288157158125,0.31087109650152617,0.049623986955146145,5,6,0.8281853281853282,0.43597560975609756,0.5712383488681758,0.5658183043991235,0.06000337097589752,0.3741783246249789,0.6460436722235267,0.6460436722235267,0.9943383725832681,0.35395632777647335,0.0022877169072014407,5,3,0.8955500618046972,0.36814024390243905,0.5217861001080303,0.5523344008090342,0.028484746334063712,0.4191808528569021,0.7299444314001722,0.7299444314001722,0.8731860312704803,0.2700555685998278,0.06593005427243301,4,5,0.8165499124343257,0.4738313008130081,0.5996784565916399,0.5803135007584695,0.07062194505309287,0.34906455418843757
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+101,2,5,9720,23059,0.712303222169218,0.712303222169218,0.8997042068361086,0.2876967778307819,0.04976354840463119,5,2,0.8381970528748917,0.4510962525268232,0.5865345733926405,0.5792181069958847,0.05761316872427984,0.3631687242798354,0.6739234138514246,0.6739234138514246,0.9974966300789524,0.3260765861485754,0.0010599554275153558,8,3,0.915215745647237,0.37599129217851035,0.5330100297586244,0.5640946502057613,0.023045267489711935,0.41286008230452675,0.7545426948263151,0.7545426948263151,0.8767889538399516,0.2454573051736849,0.06645105180192423,4,6,0.8262251655629139,0.48499455761156895,0.6112090926905742,0.5917695473251029,0.06748971193415639,0.34074074074074073
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+102,1,1,2404,16990,0.8128899352560329,0.8128899352560329,0.5628871861754157,0.18711006474396705,0.22652867251029676,12,9,0.6064327485380117,0.7307963354474982,0.6628315755832535,0.5611480865224625,0.2799500831946755,0.1589018302828619,0.9396703943496174,0.9396703943496174,0.45953025156870647,0.060329605650382576,0.39659942971802725,9,7,0.6064676616915423,0.8590556730091614,0.710994459025955,0.5877703826955075,0.3290349417637271,0.08319467554076539,0.8050618010594467,0.8050618010594467,0.5812263629796456,0.19493819894055325,0.20815292005491604,10,8,0.6068222621184919,0.7145877378435518,0.6563106796116505,0.5582362728785357,0.2732945091514143,0.1684692179700499
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+102,1,3,7041,14286,0.8212935741285174,0.8212935741285174,0.5596203376895926,0.17870642587148258,0.220027166789791,8,10,0.6174430128840436,0.7555178268251274,0.6795375218150087,0.5827297258912086,0.27410879136486294,0.14316148274392843,0.9473610527789444,0.9473610527789444,0.44397060753182,0.05263894722105558,0.40392726926101563,2,7,0.6152031012978257,0.8852777104050449,0.7259347653142403,0.6085783269421957,0.3242437153813379,0.06717795767646641,0.8146437071258574,0.8146437071258574,0.5808544619684568,0.18535629287414251,0.20012868479374687,18,9,0.6179684338324565,0.740722774678632,0.673800330943188,0.5800312455617099,0.26814372958386595,0.1518250248544241
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+102,1,5,11458,11789,0.8223767919246755,0.8223767919246755,0.550133348465074,0.17762320807532445,0.2143108155597005,8,10,0.6233216402564413,0.7783987915407855,0.692281856653456,0.600192005585617,0.2717751789142957,0.12803281550008727,0.9549580117058275,0.9549580117058275,0.42328082114524196,0.04504198829417253,0.4146460141107777,2,5,0.6151769957437974,0.8951661631419939,0.72921922106688,0.6159015534997382,0.3235294117647059,0.06056903473555594,0.8164390533548223,0.8164390533548223,0.5743182767468226,0.18356094664517772,0.19284729543427134,7,9,0.6254783360079003,0.7654078549848943,0.6884043203586713,0.5996683539884796,0.26479315761913075,0.1355384883923896
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+102,2,1,2396,30355,0.6466809421841542,0.6466809421841542,0.8606251918102503,0.3533190578158458,0.06714542190305206,9,12,0.6674259681093394,0.415014164305949,0.5117903930131005,0.5333889816360601,0.12186978297161936,0.34474123539232054,0.38141986493164226,0.38141986493164226,0.9186701578989129,0.6185801350683577,0.021649593410074983,7,9,0.7053872053872053,0.29674220963172804,0.41774675972083747,0.5125208681135225,0.07303839732888147,0.414440734557596,0.6753417888321529,0.6753417888321529,0.8609104653116076,0.32465821116784715,0.0699545886577252,8,10,0.659041394335512,0.42847025495750707,0.51931330472103,0.5325542570951586,0.13063439065108515,0.33681135225375625
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+102,2,3,7002,27677,0.6664017053871446,0.6664017053871446,0.8784112016002286,0.33359829461285545,0.06083931082143793,10,8,0.6902999610440202,0.4332518337408313,0.5323719393120024,0.5554127392173664,0.11353898886032562,0.3310482719223079,0.38757813346822273,0.38757813346822273,0.9344890669918983,0.6124218665317773,0.017920549055119986,7,2,0.7413893753648569,0.3105134474327628,0.4377046355333448,0.5339902884890031,0.06326763781776636,0.4027420736932305,0.6965711601690935,0.6965711601690935,0.879235645551147,0.3034288398309065,0.06310320997068847,9,18,0.6826168224299065,0.4464547677261614,0.5398373983739837,0.5554127392173664,0.12125107112253641,0.32333618966009714
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+102,2,5,11357,25204,0.6854467544834153,0.6854467544834153,0.8918946824987093,0.31455324551658465,0.05660530370610656,10,8,0.7139388052452647,0.44796586926710347,0.5505102518490778,0.5772651228317337,0.10372457515188871,0.3190103020163776,0.3914061260117442,0.3914061260117442,0.948922662562524,0.6085938739882558,0.014354066985645933,5,2,0.7638839125761376,0.3248514398902941,0.455847765661749,0.5518182618649291,0.058025887118076956,0.3901558510169939,0.7169496905253134,0.7169496905253134,0.8930512997924286,0.28305030947468657,0.05849755359121996,9,7,0.7081194587027532,0.46244095687947584,0.5594985712968937,0.579202254116404,0.1101523289601127,0.3106454169234833
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,1,1,2433,27367,1.0,1.0,0.5772045641490731,0.0,0.4227865187497364,0,3,0.6111796136457049,1.0,0.7586734693877552,0.6111796136457049,0.3888203863542951,0.0,1.0,1.0,0.5771923904332054,0.0,0.42280760956679464,0,3,0.6111796136457049,1.0,0.7586734693877552,0.6111796136457049,0.3888203863542951,0.0,1.0,1.0,0.5772045641490731,0.0,0.4227865187497364,0,3,0.6111796136457049,1.0,0.7586734693877552,0.6111796136457049,0.3888203863542951,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,1,3,7137,24525,1.0,1.0,0.5810922876436441,0.0,0.41889778704449604,0,2,0.6065573770491803,1.0,0.7551020408163265,0.6065573770491803,0.39344262295081966,0.0,1.0,1.0,0.581078519641757,0.0,0.4189214803582429,0,2,0.6065573770491803,1.0,0.7551020408163265,0.6065573770491803,0.39344262295081966,0.0,1.0,1.0,0.5810922876436441,0.0,0.41889778704449604,0,2,0.6065573770491803,1.0,0.7551020408163265,0.6065573770491803,0.39344262295081966,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,1,5,11558,21894,1.0,1.0,0.5867817324185248,0.0,0.4132071932034412,0,2,0.6021803080117667,1.0,0.7517010476293337,0.6021803080117667,0.39781969198823325,0.0,1.0,1.0,0.5867660064856752,0.0,0.41323399351432477,0,2,0.6021803080117667,1.0,0.7517010476293337,0.6021803080117667,0.39781969198823325,0.0,1.0,1.0,0.5867817324185248,0.0,0.4132071932034412,0,2,0.6021803080117667,1.0,0.7517010476293337,0.6021803080117667,0.39781969198823325,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,2,1,2221,20047,0.0,0.0,nan,1.0,0.0,3,0,nan,0.0,0.0,0.4259342638451148,0.0,0.5740657361548852,0.0,0.0,nan,1.0,0.0,3,0,nan,0.0,0.0,0.4259342638451148,0.0,0.5740657361548852,0.0,0.0,nan,1.0,0.0,3,0,nan,0.0,0.0,0.4259342638451148,0.0,0.5740657361548852
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,2,3,6423,17681,0.0,0.0,nan,1.0,0.0,2,0,nan,0.0,0.0,0.43313093569982875,0.0,0.5668690643001713,0.0,0.0,nan,1.0,0.0,2,0,nan,0.0,0.0,0.43313093569982875,0.0,0.5668690643001713,0.0,0.0,nan,1.0,0.0,2,0,nan,0.0,0.0,0.43313093569982875,0.0,0.5668690643001713
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+103,2,5,10404,15419,0.0,0.0,nan,1.0,0.0,2,0,nan,0.0,0.0,0.4326220684352172,0.0,0.5673779315647828,0.0,0.0,nan,1.0,0.0,2,0,nan,0.0,0.0,0.4326220684352172,0.0,0.5673779315647828,0.0,0.0,nan,1.0,0.0,2,0,nan,0.0,0.0,0.4326220684352172,0.0,0.5673779315647828
