image_id,class1,class2,distance,contact_pixels,noncontact_boundary_pixels,gcqm_contact_accuracy,gcqm_noncontact_boundary_accuracy,gcqm_1_to_2,gcqm_2_to_1,gcqm_other_intrusion,gcqm_background_intrusion,sshr_contact_accuracy,sshr_noncontact_boundary_accuracy,sshr_1_to_2,sshr_2_to_1,sshr_other_intrusion,sshr_background_intrusion,pixel_contact_accuracy,pixel_noncontact_boundary_accuracy,pixel_1_to_2,pixel_2_to_1,pixel_other_intrusion,pixel_background_intrusion,gcqm_0_to_1,gcqm_1_to_0,sshr_0_to_1,sshr_1_to_0,pixel_0_to_1,pixel_1_to_0,gcqm_0_to_2,gcqm_2_to_0,sshr_0_to_2,sshr_2_to_0,pixel_0_to_2,pixel_2_to_0,gcqm_1_to_3,gcqm_3_to_1,sshr_1_to_3,sshr_3_to_1,pixel_1_to_3,pixel_3_to_1,gcqm_0_to_3,gcqm_3_to_0,sshr_0_to_3,sshr_3_to_0,pixel_0_to_3,pixel_3_to_0,gcqm_2_to_3,gcqm_3_to_2,sshr_2_to_3,sshr_3_to_2,pixel_2_to_3,pixel_3_to_2
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+459,1,2,3,2586,2682,0.5305491105955144,0.6823266219239373,1025,189,0,0,0.5030935808197989,0.7143922445935869,1214,71,0,0,0.5340293890177881,0.6718866517524236,979,226,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+459,1,2,5,4276,4192,0.5427970065481759,0.6989503816793893,1670,285,0,0,0.505378858746492,0.7290076335877863,2006,109,0,0,0.5498129092609916,0.6886927480916031,1607,318,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+460,1,2,1,1647,874,0.5027322404371585,0.620137299771167,547,272,0,0,0.5045537340619308,0.47139588100686497,611,205,0,0,0.5021250758955677,0.620137299771167,552,268,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+460,1,2,3,4870,2465,0.5131416837782341,0.6352941176470588,1605,766,0,0,0.5100616016427105,0.4795131845841785,1793,593,0,0,0.508829568788501,0.6352941176470588,1628,764,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+460,1,2,5,8043,3849,0.5199552405818725,0.6510782021304234,2654,1207,0,0,0.5178416013925152,0.4858404780462458,2935,943,0,0,0.515603630486137,0.648739932449987,2686,1210,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+461,1,2,1,1608,876,0.5012437810945274,0.7579908675799086,802,0,0,0,0.5062189054726368,0.593607305936073,381,413,0,0,0.5012437810945274,0.7579908675799086,802,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+461,1,2,3,4748,2493,0.5035804549283909,0.771760930605696,2357,0,0,0,0.5237994945240101,0.6004813477737665,1077,1184,0,0,0.5035804549283909,0.771760930605696,2357,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+461,1,2,5,7840,3928,0.5073979591836735,0.7838594704684317,3862,0,0,0,0.5375,0.6081975560081466,1716,1910,0,0,0.5073979591836735,0.7838594704684317,3862,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+462,1,2,1,727,890,0.530949105914718,0.8842696629213483,206,135,0,0,0.5281980742778541,0.8325842696629213,139,204,0,0,0.5268225584594223,0.8808988764044944,201,143,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+462,1,2,3,2153,2612,0.5708313980492337,0.8924196018376723,552,372,0,0,0.5568973525313516,0.8372894333843798,391,563,0,0,0.5685090571295867,0.8889739663093414,544,385,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+462,1,2,5,3572,4247,0.5979843225083986,0.9034612667765481,869,567,0,0,0.5851063829787234,0.8445961855427361,624,858,0,0,0.5974244120940649,0.9001648222274546,865,573,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+463,1,2,1,1046,845,0.517208413001912,0.8745562130177514,243,262,0,0,0.51434034416826,0.8473372781065088,310,198,0,0,0.5239005736137667,0.8721893491124261,230,268,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+463,1,2,3,3063,2370,0.5605615409729023,0.9067510548523207,621,725,0,0,0.5465230166503428,0.8780590717299578,842,547,0,0,0.5615409729023833,0.9042194092827004,592,751,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+463,1,2,5,5016,3594,0.6088516746411483,0.9251530328324986,863,1099,0,0,0.581140350877193,0.9104062326099054,1258,843,0,0,0.6130382775119617,0.9220923761825265,808,1133,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+464,1,2,1,929,1033,0.5069967707212056,0.8160696999031946,175,283,0,0,0.5102260495156081,0.9545014520813165,99,356,0,0,0.5059203444564048,0.8034849951597289,208,251,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+464,1,2,3,2746,2949,0.5375091041514931,0.8229908443540183,470,800,0,0,0.5327749453750911,0.9589691420820617,257,1026,0,0,0.5294974508375819,0.8056968463886063,578,714,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
