image_id,sshr_mIoU,old_gcqm_mIoU,full_ccac_mIoU,ccac_off_mIoU,uniform_local_mIoU,no_rival_mIoU
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+113,0.4854711415816326,0.3236407844387755,0.3236407844387755,0.3236407844387755,0.3236407844387755,0.3236407844387755
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+114,0.49765824298469385,0.331765518707483,0.331765518707483,0.331765518707483,0.331765518707483,0.331765518707483
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+115,0.4998405612244898,0.4999900350765306,0.4999900350765306,0.4999900350765306,0.4999900350765306,0.4999900350765306
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+116,0.49863480548469385,0.33241656037414963,0.33241656037414963,0.33241656037414963,0.33241656037414963,0.33241656037414963
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,0.2626946987436898,0.29295010395011006,0.29407526920772115,0.29548960754755355,0.29429352098270617,0.29412146577799975
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+118,0.6155821904354843,0.47667598827426355,0.5136090073276738,0.47180261229017073,0.5136778819585681,0.5129047257903282
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+119,0.3924922412009945,0.3408180864291118,0.33817495481981097,0.3409446260479754,0.3383492529622122,0.3384037259897975
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+12,0.5954148682252299,0.6119111855721928,0.6140585041757523,0.6034610557879513,0.6136411979425437,0.6138920780813271
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,0.1294585578650244,0.12768388605442177,0.12768388605442177,0.12768388605442177,0.12768388605442177,0.12768388605442177
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,0.19578280456563413,0.19647241176938698,0.20492756662072686,0.20683863044389406,0.2048727125034485,0.20491511384838626
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,0.08484800170068028,0.08484800170068028,0.08484800170068028,0.08484800170068028,0.08484800170068028,0.08484800170068028
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,0.35819317383082766,0.38942486918988345,0.39591187943294176,0.3857868546977472,0.39604038119330603,0.3955998092510337
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+124,0.666646734363243,0.5966923143138844,0.59313945417096,0.5883911871493014,0.5926894949090067,0.5935351589839355
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+125,0.393189716628052,0.393189716628052,0.393189716628052,0.393189716628052,0.393189716628052,0.393189716628052
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+126,0.307746426462312,0.3267979700497945,0.3246904321904208,0.32662379961639915,0.32459154847533284,0.3245723320021561
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+127,0.340745262468597,0.14999148735881976,0.14999148735881976,0.14999148735881976,0.14999148735881976,0.14999148735881976
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+128,0.20594907183225764,0.19785687712585034,0.19785687712585034,0.19785687712585034,0.19785687712585034,0.19785687712585034
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+129,0.2927295918367347,0.2985690369897959,0.2985690369897959,0.2985690369897959,0.2985690369897959,0.2985690369897959
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+13,0.7069296672568613,0.8185523574576392,0.8141798036734412,0.8211866162448679,0.813826360499387,0.8140091655311423
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+130,0.28890245935910325,0.2652131164965986,0.2652131164965986,0.2652131164965986,0.2652131164965986,0.2652131164965986
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+131,0.26230474657342867,0.208803145982474,0.20290408816538005,0.20765213232007665,0.20280002089696833,0.20263815194018478
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+132,0.28253536569363696,0.3005638270284557,0.296207470603694,0.3006242503705567,0.29616965472324175,0.2960911900476365
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+133,0.28435643043245784,0.5672882040380401,0.5482667103985142,0.5710510307668137,0.5480420566605005,0.5481483578963099
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+134,0.26394092793367346,0.17596412556053811,0.17596412556053811,0.17596412556053811,0.17596412556053811,0.17596412556053811
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+135,0.14915994623655915,0.147450589603056,0.147450589603056,0.147450589603056,0.147450589603056,0.147450589603056
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+136,0.34192641900510207,0.22794430272108843,0.22794430272108843,0.22794430272108843,0.22794430272108843,0.22794430272108843
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+137,0.385921556122449,0.2572743941326531,0.2572743941326531,0.2572743941326531,0.2572743941326531,0.2572743941326531
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+138,0.11493393716886142,0.1721586792825624,0.1721586792825624,0.1721586792825624,0.1721586792825624,0.1721586792825624
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+139,0.2553367840590007,0.2553367840590007,0.2553367840590007,0.2553367840590007,0.2553367840590007,0.2553367840590007
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+14,0.5182098028753811,0.5782724994701984,0.5828939534900913,0.5796316151424533,0.5825504362131839,0.5822147348666182
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+140,0.40442508043791064,0.4046101044949978,0.39682534815755743,0.40775863173534055,0.3968236699725106,0.3967793945053224
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+141,0.4631069413970015,0.3404682605191791,0.35142267737172944,0.333435848999754,0.3517849997240447,0.35203116774077614
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+142,0.21107700892857142,0.21107700892857142,0.21107700892857142,0.21107700892857142,0.21107700892857142,0.21107700892857142
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+143,0.5360539993600074,0.5450700607495101,0.5394052523763719,0.5417220795547302,0.5392450253617196,0.5394369041524459
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+144,0.20119180484693877,0.20118516156462585,0.20118516156462585,0.20118516156462585,0.20118516156462585,0.20118516156462585
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+145,0.284399095008346,0.22844254889455784,0.22844254889455784,0.22844254889455784,0.22844254889455784,0.22844254889455784
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+146,0.3208373193027211,0.32083067602040816,0.32083067602040816,0.32083067602040816,0.32083067602040816,0.32083067602040816
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+147,0.2523615395473217,0.21802588222789118,0.21802588222789118,0.21802588222789118,0.21802588222789118,0.21802588222789118
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+148,0.5116720374759419,0.47240815585744794,0.47480343989967727,0.3162775421598381,0.47483741977629684,0.4748534748328911
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+149,0.5073658747083191,0.5794793355617429,0.5748656704705573,0.5909984793284828,0.5746524897945967,0.5742633115173712
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+15,0.15482954545454544,0.10322176206576904,0.10322176206576904,0.10322176206576904,0.10322176206576904,0.10322176206576904
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+150,0.40116570066269397,0.6439484623755038,0.4414130874136086,0.4372993958039766,0.44143528600742304,0.44143726946372946
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+151,0.6456529593156255,0.7608873412522492,0.7588873624718315,0.7586686912921081,0.7584944361124677,0.7588004889017538
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+152,0.2928197550652408,0.2928197550652408,0.2928197550652408,0.2928197550652408,0.2928197550652408,0.2928197550652408
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+153,0.329829248460913,0.329829248460913,0.329829248460913,0.329829248460913,0.329829248460913,0.329829248460913
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+154,0.46742061625890563,0.4691467667264208,0.4750500679146509,0.4686380412925728,0.47485816312184814,0.4749714562847116
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+155,0.7278613603650241,0.64046755486276,0.63787496843622,0.6150693608298187,0.638150243111919,0.6392224799120688
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+156,0.3584346513322188,0.2838449968403833,0.2897171780383226,0.281600802883672,0.28985621129233063,0.2899019683233828
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+157,0.4583793640405947,0.35787791212948655,0.38466512015172194,0.3827059927923376,0.38477097810317634,0.38376510681051607
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+158,0.24948090196886774,0.5298359322996058,0.5064277538889914,0.5365282305382801,0.5058596154003363,0.5064897934640055
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+159,0.6312748948230597,0.6029412824824464,0.6210787205386058,0.6017373470565217,0.6210965688511616,0.6208150673472916
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+16,0.26816183122593673,0.1787783154498913,0.1787783154498913,0.1787783154498913,0.1787783154498913,0.1787783154498913
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+160,0.6494925237907514,0.6103684108593479,0.6129501681830748,0.6142256568821234,0.6129302416861688,0.613130622818758
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+161,0.46438843673948055,0.46759876961465796,0.4607794993469114,0.4650983809607931,0.46062173701170717,0.4607582767546899
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+162,0.32213339780964806,0.28570007537931846,0.2935062843673564,0.2820946229608174,0.2934817756000554,0.2928773011994754
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+163,0.46879882098069103,0.42783176177233023,0.4267815586555468,0.4271530759248689,0.4267202071492731,0.42682564458056865
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+164,0.12765760580617938,0.13966000489502103,0.1322867860085197,0.1367803164725541,0.132103163155984,0.13209608501784229
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+165,0.2869897959183673,0.2869831526360544,0.2869831526360544,0.2869831526360544,0.2869831526360544,0.2869831526360544
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+166,0.3570033482142857,0.23800697558545092,0.23800697558545092,0.23800697558545092,0.23800697558545092,0.23800697558545092
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+167,0.43606505102040816,0.29070339073129253,0.29070339073129253,0.29070339073129253,0.29070339073129253,0.29070339073129253
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+168,0.2743192257217848,0.1828726487314086,0.1828726487314086,0.1828726487314086,0.1828726487314086,0.1828726487314086
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+169,0.3138894078087054,0.4708457874089296,0.4708457874089296,0.3138894078087054,0.4708457874089296,0.4708457874089296
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+17,0.22305255519272096,0.22305255519272096,0.22305255519272096,0.22305255519272096,0.22305255519272096,0.22305255519272096
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+170,0.5228255098529716,0.40332246028048097,0.4100691203314097,0.4066051636530936,0.4102541982459442,0.41006233255099356
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+171,0.25368702168367346,0.25368037840136054,0.25368037840136054,0.25368037840136054,0.25368037840136054,0.25368037840136054
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+172,0.26231000212585037,0.26230335884353745,0.26230335884353745,0.26230335884353745,0.26230335884353745,0.26230335884353745
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+173,0.49891382334183676,0.3326025722789116,0.3326025722789116,0.3326025722789116,0.3326025722789116,0.3326025722789116
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+174,0.4569515306122449,0.3046277104591837,0.3046277104591837,0.3046277104591837,0.3046277104591837,0.3046277104591837
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+175,0.37801937181122447,0.3780094068877551,0.3780094068877551,0.3780094068877551,0.3780094068877551,0.3780094068877551
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+176,0.7197647423499611,0.7296392280678858,0.7398541128422469,0.7281120217195423,0.7399120334684284,0.7394599786033482
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+177,0.5681844835749013,0.6586858207790212,0.668252969845007,0.664654124423895,0.6679394666249219,0.6684478873161341
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+178,0.49640636766288915,0.20492968965827585,0.20492968965827585,0.20492968965827585,0.20492968965827585,0.20492968965827585
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+179,0.630657484143309,0.6024081022377532,0.6121447722554902,0.6051297236649882,0.6123278620672608,0.6124053051259497
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+18,0.33745372386207645,0.38215421830522434,0.3788765223044109,0.3742979936845988,0.37886093638000873,0.3784740593337399
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+180,0.2724858364988902,0.273179600889247,0.28514885516368693,0.28216908236499233,0.28523362685883946,0.28540917480371625
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+181,0.28348214285714285,0.2834754995748299,0.2834754995748299,0.2834754995748299,0.2834754995748299,0.2834754995748299
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+182,0.47519730548469385,0.31679156037414963,0.31679156037414963,0.31679156037414963,0.31679156037414963,0.31679156037414963
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+183,0.310726243622449,0.20714418579931973,0.20714418579931973,0.20714418579931973,0.20714418579931973,0.20714418579931973
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+184,0.33926565008025683,0.22617041198501872,0.22617041198501872,0.22617041198501872,0.22617041198501872,0.22617041198501872
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+19,0.4259705835459184,0.4259705835459184,0.4259705835459184,0.4259705835459184,0.4259705835459184,0.4259705835459184
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+2,0.7038937069583878,0.3060290799699173,0.3060290799699173,0.3060290799699173,0.3060290799699173,0.3060290799699173
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+20,0.4700255102040816,0.4700255102040816,0.4700255102040816,0.4700255102040816,0.4700255102040816,0.4700255102040816
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+21,0.47446986607142855,0.47446986607142855,0.47446986607142855,0.47446986607142855,0.47446986607142855,0.47446986607142855
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+22,0.47447983099489793,0.47447983099489793,0.47447983099489793,0.47447983099489793,0.47447983099489793,0.47447983099489793
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+23,0.4330179590425138,0.4330179590425138,0.4330179590425138,0.4330179590425138,0.4330179590425138,0.4330179590425138
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+24,0.16935005105554368,0.11290271511121665,0.11290271511121665,0.11290271511121665,0.11290271511121665,0.11290271511121665
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+25,0.4870057779847761,0.6351766377601762,0.6250031391244486,0.6363439451503491,0.6247109581424128,0.6247020091124468
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+26,0.4557606652615796,0.47653159294404845,0.4735201353684748,0.480530162620055,0.4735384501679022,0.4737033112075646
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+27,0.6748025609981685,0.6741710834470361,0.6782512656034237,0.6640183833923051,0.6779869848003486,0.679121826009103
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+28,0.6454518960633604,0.6144761022299602,0.6036568611814375,0.6169012719708928,0.6036553491943081,0.604312752001323
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+29,0.24196827168367346,0.16130553784013604,0.16130553784013604,0.16130553784013604,0.16130553784013604,0.16130553784013604
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+3,0.45859574298469385,0.3057238520408163,0.3057238520408163,0.3057238520408163,0.3057238520408163,0.3057238520408163
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+30,0.17116374871266735,0.11410230003432886,0.11410230003432886,0.11410230003432886,0.11410230003432886,0.11410230003432886
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+31,0.14360993128215752,0.1436030249663317,0.1436030249663317,0.1436030249663317,0.1436030249663317,0.1436030249663317
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+32,0.26754476267606414,0.32251265495932757,0.3242661532118388,0.31918737245787165,0.32433209505260946,0.3252517861759755
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+33,0.4492885044642857,0.4492885044642857,0.4492885044642857,0.4492885044642857,0.4492885044642857,0.4492885044642857
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+34,0.4230209661989796,0.4230209661989796,0.4230209661989796,0.4230209661989796,0.4230209661989796,0.4230209661989796
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+35,0.4389050542091837,0.4389050542091837,0.4389050542091837,0.4389050542091837,0.4389050542091837,0.4389050542091837
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+36,0.3469023346152039,0.48696588010204084,0.48696588010204084,0.48696588010204084,0.48696588010204084,0.48696588010204084
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+37,0.376192058906246,0.376192058906246,0.376192058906246,0.376192058906246,0.376192058906246,0.376192058906246
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+38,0.4705953122749154,0.761838285511536,0.774966318938456,0.7699607905500878,0.7740070728437196,0.7750794273200642
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+39,1.0,0.4999900350765306,0.4999900350765306,0.4999900350765306,0.4999900350765306,0.4999900350765306
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+4,0.45860570790816324,0.30573049532312924,0.30573049532312924,0.30573049532312924,0.30573049532312924,0.30573049532312924
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+40,1.0,0.4999900350765306,0.4999900350765306,0.4999900350765306,0.4999900350765306,0.4999900350765306
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+41,1.0,0.4999900350765306,0.4999900350765306,0.4999900350765306,0.4999900350765306,0.4999900350765306
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+42,0.5766823044097781,0.5691369573617535,0.5626961109541964,0.569839806775662,0.5627925124344668,0.5627257499798807
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+43,0.12227008915215701,0.0815150185488053,0.0815150185488053,0.0815150185488053,0.0815150185488053,0.0815150185488053
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+44,0.42525325451797036,0.42525325451797036,0.42525325451797036,0.42525325451797036,0.42525325451797036,0.42525325451797036
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+45,0.23912320106480325,0.23912320106480325,0.23912817419878127,0.23912320106480325,0.23912817419878127,0.23912817419878127
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+46,0.42469507334183676,0.42469507334183676,0.42469507334183676,0.42469507334183676,0.42469507334183676,0.42469507334183676
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+47,0.45999083227040816,0.45999083227040816,0.45999083227040816,0.45999083227040816,0.45999083227040816,0.45999083227040816
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+48,0.47243702168367346,0.47243702168367346,0.47243702168367346,0.47243702168367346,0.47243702168367346,0.47243702168367346
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+49,0.46389708227040816,0.46389708227040816,0.46389708227040816,0.46389708227040816,0.46389708227040816,0.46389708227040816
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+5,0.40052016900510207,0.2670068027210884,0.2670068027210884,0.2670068027210884,0.2670068027210884,0.2670068027210884
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+50,0.47840601084183676,0.47840601084183676,0.47840601084183676,0.47840601084183676,0.47840601084183676,0.47840601084183676
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+51,0.3607272583701832,0.3607272583701832,0.3607272583701832,0.3607272583701832,0.3607272583701832,0.3607272583701832
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+52,0.5204613964967826,0.7127666333596032,0.6866779433193391,0.7270841829278782,0.6853911107154953,0.6861255389682855
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+53,0.8173965158089758,0.6708744897325394,0.6779645611637208,0.6750604103846722,0.6779957989930887,0.6781285110639569
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+54,0.48880939094387754,0.32586628401360546,0.32586628401360546,0.32586628401360546,0.32586628401360546,0.32586628401360546
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+55,1.0,0.4999900350765306,0.4999900350765306,0.4999900350765306,0.4999900350765306,0.4999900350765306
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+56,1.0,0.4999900350765306,0.4999900350765306,0.4999900350765306,0.4999900350765306,0.4999900350765306
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+57,0.5993107173638617,0.5634685462704094,0.5717712994731323,0.5648563468242712,0.5717037164155949,0.5718820356216634
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+58,0.5308524348074968,0.5397900362022283,0.534195536374855,0.540730417947629,0.534195536374855,0.5342323440311292
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+59,0.5492388765482336,0.2748704931151281,0.29337056121866745,0.26544588294307997,0.2935575387120449,0.29326471957933964
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+6,0.384456712372449,0.2562978316326531,0.2562978316326531,0.2562978316326531,0.2562978316326531,0.2562978316326531
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+60,0.6127253158784056,0.4563511841223534,0.4851938709053363,0.4688371245606903,0.4851447945197411,0.4851191256040768
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+61,0.4464086415816326,0.4464086415816326,0.4464086415816326,0.4464086415816326,0.4464086415816326,0.4464086415816326
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+62,0.45468949298469385,0.45468949298469385,0.45468949298469385,0.45468949298469385,0.45468949298469385,0.45468949298469385
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+63,0.4720882493622449,0.4720882493622449,0.4720882493622449,0.4720882493622449,0.4720882493622449,0.4720882493622449
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+64,0.41127232142857145,0.41127232142857145,0.41127232142857145,0.41127232142857145,0.41127232142857145,0.41127232142857145
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+65,0.3044483418367347,0.3044483418367347,0.3044483418367347,0.3044483418367347,0.3044483418367347,0.3044483418367347
