image_id,class,gt_area,gcqm_tp,gcqm_fp,gcqm_fn,gcqm_tn,gcqm_precision,gcqm_recall,gcqm_iou,gcqm_dice,gcqm_fp_rate,gcqm_fn_rate,sshr_tp,sshr_fp,sshr_fn,sshr_tn,sshr_precision,sshr_recall,sshr_iou,sshr_dice,sshr_fp_rate,sshr_fn_rate,delta_fp,delta_fn,normalized_delta_fp,normalized_delta_fn,delta_iou
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+12,1,24051,15885,3665,8166,22460,0.8125319693094629,0.6604714980666084,0.5731346514648579,0.7286530125455838,0.14028708133971293,0.33952850193339157,15139,3591,8912,22534,0.8082754938601174,0.6294540767535654,0.5476810650459446,0.7077440920034594,0.13745454545454547,0.37054592324643465,74,-746,0.003076795143651791,-0.03101742131303022,0.025453586418913265
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+12,2,26125,22460,8166,3665,15885,0.7333638085287011,0.8597129186602871,0.6549823568866466,0.7915279025920248,0.33952850193339157,0.14028708133971293,22534,8912,3591,15139,0.7165935254086371,0.8625454545454545,0.6431486714045153,0.7828246860398465,0.37054592324643465,0.13745454545454547,-746,74,-0.028555023923434043,0.0028325358851663796,0.011833685482131373
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,0,400,0,1,400,49775,0.0,0.0,0.0,0.0,2.0090003214400513e-05,1.0,0,864,400,48912,0.0,0.0,0.0,0.0,0.017357762777242044,1.0,-863,0,-2.1574999999460625,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,1,19221,19220,30955,1,0,0.38305929247633286,0.9999479735705739,0.3830516581632653,0.5539224162775952,1.0,5.202642942614848e-05,19171,30141,50,814,0.3887694678780013,0.9973986785286926,0.38837567359507313,0.5594677016911561,0.9737037635277015,0.0026013214713074243,814,-49,0.04234951355286283,-0.002549295041879949,-0.005324015431807827
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,2,30555,0,0,30555,19621,nan,0.0,0.0,0.0,0.0,1.0,0,0,30555,19621,nan,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,0,2783,2783,25636,0,21757,0.09792744290791372,1.0,0.09792744290791372,0.17838600089737838,0.5409237651129913,0.0,2783,18050,0,29343,0.13358613737819805,1.0,0.13358613737819805,0.23568766937669378,0.3808579326060811,0.0,7586,0,2.725835429382947,0.0,-0.03565869447028433
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,1,29719,17540,4217,12179,16240,0.8061773222411178,0.5901948248595175,0.5168552569542668,0.6814826326831922,0.20613970767952292,0.40980517514048254,18435,10908,11284,9549,0.6282588692362744,0.6203102392408897,0.4537622763187043,0.6242592529883851,0.5332160140783107,0.3796897607591103,-6691,895,-0.22514216494490893,0.030115414381362053,0.06309298063556251
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,2,17674,0,0,17674,32502,nan,0.0,0.0,0.0,0.0,1.0,0,0,17674,32502,nan,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,0,12772,12772,37404,0,0,0.25454400510204084,1.0,0.25454400510204084,0.4057952595793353,1.0,0.0,12772,37404,0,0,0.25454400510204084,1.0,0.25454400510204084,0.4057952595793353,1.0,0.0,0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,1,19840,0,0,19840,30336,nan,0.0,0.0,0.0,0.0,1.0,0,0,19840,30336,nan,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,2,17564,0,0,17564,32612,nan,0.0,0.0,0.0,0.0,1.0,0,0,17564,32612,nan,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,0,20318,16759,5494,3559,24364,0.7531119399631511,0.8248351215670834,0.6492716565938323,0.7873434967466115,0.18400428695826915,0.17516487843291662,19282,10851,1036,19007,0.6398964590316265,0.9490107294025002,0.6186274824344702,0.7643852450892946,0.3634201888940987,0.050989270597499754,-5357,2523,-0.2636578403384862,0.12417560783535575,0.03064417415936216
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,1,20514,16953,10970,3561,18692,0.6071339039501487,0.8264112313541971,0.538463981704993,0.7000020645374404,0.369833456948284,0.17358876864580286,12701,7342,7813,22320,0.6336875717208003,0.6191381495564005,0.4559520390580126,0.6263283773454644,0.24752208212527813,0.3808618504435995,3628,-4252,0.17685483084714007,-0.20727308179769557,0.08251194264698036
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,2,9344,0,0,9344,40832,nan,0.0,0.0,0.0,0.0,1.0,0,0,9344,40832,nan,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+124,0,21527,18029,8229,3498,16220,0.6866097951100617,0.8375063873275421,0.6058946094905229,0.754588259914199,0.33657818315677535,0.16249361267245785,18147,5815,3380,18634,0.757324096486103,0.8429878756909928,0.663704191353961,0.7978632196794829,0.2378420385291832,0.1570121243090073,2414,118,0.11213824499460577,0.005481488363448004,-0.0578095818634381
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+124,1,24449,16220,3498,8229,18029,0.8225986408357846,0.6634218168432247,0.5803842988513973,0.7344850227545453,0.16249361267245785,0.33657818315677535,18634,3380,5815,18147,0.8464613427818661,0.7621579614708168,0.669589277372525,0.8021005961732992,0.1570121243090073,0.2378420385291832,118,2414,0.004826373266798304,0.09873614462755174,-0.08920497852112774
