image_id,class,model,components,largest_component_fraction,small_component_fraction,hole_count,hole_area_fraction,perimeter_area_ratio,boundary_length,fragmentation_index,compactness,area_ratio_gt
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,0,sshr,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,0,pixel,3,0.7482023411371237,0.0,1,0.0653010033444816,0.05087792642140468,1217,0.1254180601482366,4.9273126151551905,2.3706640237859267
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,1,gcqm,2,0.9376818975552969,0.0,0,0.0,0.041545401629802095,1142,0.07275902209227335,3.775541094341032,0.7182086588456614
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,1,sshr,1,1.0,0.0,0,0.0,0.017777423469387755,892,0.01992984693480352,1.261896709983536,1.3110025344237453
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,1,pixel,2,0.9405088360755637,0.0,0,0.0,0.04536106032906764,1191,0.07617306517513213,4.299174718767671,0.6860188644736498
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,2,gcqm,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,2,sshr,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,2,pixel,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107,0,gcqm,1,1.0,0.0,0,0.0,0.017777423469387755,892,0.01992984693480352,1.261896709983536,1.7348131245029907
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107,0,sshr,1,1.0,0.0,1,0.000435464204842362,0.022760262439760787,784,0.02903094698106284,1.4199840431558057,1.19095529509387
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107,0,pixel,1,1.0,0.0,0,0.0,0.017777423469387755,892,0.01992984693480352,1.261896709983536,1.7348131245029907
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107,1,gcqm,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107,1,sshr,2,0.9990464081373173,0.0,0,0.0,0.040686586141131596,640,0.12714558161020623,2.0721508166063902,0.7401308050628147
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107,1,pixel,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
