image_id,sshr_mIoU,gcqm_mIoU,delta_mIoU,sshr_mDice,gcqm_mDice,delta_mDice
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+111,0.4063514084579218,0.3603149002577281,-0.04603650820019367,0.2739117272251594,0.335939441161924,0.062027713936764595
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+112,0.5653151423610322,0.4925865727137566,-0.07272856964727559,0.34567148582818363,0.31376263906880386,-0.03190884675937977
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+113,0.4854711415816326,0.3236407844387755,-0.16183035714285715,0.24631423544401077,0.24631167018899214,-2.565255018627255e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+114,0.49765824298469385,0.331765518707483,-0.16589272427721086,0.2494131865717111,0.24941068360701585,-2.5029646952556828e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+115,0.4998405612244898,0.4999900350765306,0.00014947385204083785,0.24996013394992825,0.24999750874430748,3.737479437923574e-05
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+116,0.49863480548469385,0.33241656037414963,-0.16621824511054423,0.24965823479519034,0.2496557367234119,-2.4980717784339745e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117,0.2626946987436898,0.29295010395011006,0.030255405206420283,0.2777314918726506,0.3022466968943106,0.02451520502165999
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+118,0.6155821904354843,0.47667598827426355,-0.1389062021612208,0.3724456495990084,0.31509005948075397,-0.05735559011825442
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+119,0.3924922412009945,0.3408180864291118,-0.0516741547718827,0.27692164113564227,0.254177563134109,-0.022744078001533274
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+12,0.5954148682252299,0.6119111855721928,0.016496317346962885,0.3726421945108265,0.3792223839088996,0.006580189398073144
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120,0.1294585578650244,0.12768388605442177,-0.0017746718106026182,0.13986692542278903,0.1384806040693988,-0.0013863213533902297
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121,0.19578280456563413,0.19647241176938698,0.0006896072037528567,0.21498673059126971,0.20885233696146333,-0.0061343936298063895
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,0.08484800170068028,0.08484800170068028,0.0,0.10144881489483383,0.10144881489483383,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,0.35819317383082766,0.38942486918988345,0.03123169535905579,0.3476784056086898,0.36805406838607274,0.020375662777382952
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+124,0.666646734363243,0.5966923143138844,-0.06995442004935859,0.3999909539631955,0.3736831305200464,-0.02630782344314908
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+125,0.393189716628052,0.393189716628052,0.0,0.22010425630089667,0.22010425630089667,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+126,0.307746426462312,0.3267979700497945,0.01905154358748251,0.30569229419004984,0.32626898446675384,0.020576690276704
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+127,0.340745262468597,0.14999148735881976,-0.19075377510977723,0.33664357688998336,0.15517923821097554,-0.18146433867900782
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+128,0.20594907183225764,0.19785687712585034,-0.00809219470640729,0.19766264096583272,0.18623919758876425,-0.011423443377068465
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+129,0.2927295918367347,0.2985690369897959,0.005839445153061229,0.233786078098472,0.23624617584289154,0.002460097744419548
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+13,0.7069296672568613,0.8185523574576392,0.11162269020077786,0.4125796100386617,0.44927258601307746,0.03669297597441573
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+130,0.28890245935910325,0.2652131164965986,-0.023689342862504625,0.2528285605176327,0.22154764811649538,-0.03128091240113731
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+131,0.26230474657342867,0.208803145982474,-0.053501600590954684,0.2514991732087316,0.21316176318288863,-0.03833741002584298
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+132,0.28253536569363696,0.3005638270284557,0.018028461334818724,0.276133214663716,0.2850973347240824,0.008964120060366398
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+133,0.28435643043245784,0.5672882040380401,0.2829317736055823,0.22078741196558652,0.35928240160761676,0.13849498964203025
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+134,0.26394092793367346,0.17596412556053811,-0.08797680237313535,0.17274956628360486,0.17275181967598027,2.253392375417551e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+135,0.14915994623655915,0.147450589603056,-0.0017093566335031618,0.15457204540706176,0.15334392704159183,-0.0012281183654699324
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+136,0.34192641900510207,0.22794430272108843,-0.11398211628401364,0.203061937056895,0.2030584224978695,-3.514559025474817e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+137,0.385921556122449,0.2572743941326531,-0.12864716198979592,0.2178079726446504,0.21780479848824,-3.1741564104070807e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+138,0.11493393716886142,0.1721586792825624,0.057224742113700974,0.12819800232136144,0.12806401567730874,-0.00013398664405270266
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+139,0.2553367840590007,0.2553367840590007,0.0,0.21687595184046435,0.21687595184046435,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+14,0.5182098028753811,0.5782724994701984,0.06006269659481733,0.3350611280810018,0.36185742466459625,0.026796296583594448
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+140,0.40442508043791064,0.4046101044949978,0.00018502405708714642,0.28790910559885596,0.2876978659684111,-0.00021123963044483718
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+141,0.4631069413970015,0.3404682605191791,-0.12263868087782237,0.42163501925404595,0.33769889143153886,-0.08393612782250709
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+142,0.21107700892857142,0.21107700892857142,0.0,0.19385837533099856,0.19385837533099856,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+143,0.5360539993600074,0.5450700607495101,0.009016061389502728,0.5021931773097961,0.5193859653263591,0.017192788016562988
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+144,0.20119180484693877,0.20118516156462585,-6.6432823129236596e-06,0.18819676613514622,0.18819289087745464,-3.875257691576817e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+145,0.284399095008346,0.22844254889455784,-0.05595654611378814,0.271554882330606,0.20332178375885435,-0.06823309857175164
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+146,0.3208373193027211,0.32083067602040816,-6.6432823129236596e-06,0.24522448233490063,0.245221894993399,-2.5873415016308687e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+147,0.2523615395473217,0.21802588222789118,-0.03433565731943053,0.24208624098562762,0.19771672992348938,-0.04436951106213824
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+148,0.5116720374759419,0.47240815585744794,-0.03926388161849398,0.33179024324507556,0.31533083477588614,-0.016459408469189418
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+149,0.5073658747083191,0.5794793355617429,0.07211346085342385,0.33642344514461264,0.36675818941873095,0.030334744274118308
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+15,0.15482954545454544,0.10322176206576904,-0.051607783388776404,0.11822125813449023,0.11822306411451093,1.8059800206970955e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+150,0.40116570066269397,0.6439484623755038,0.24278276171280988,0.26836251337386696,0.38986625653433893,0.12150374316047197
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+151,0.6456529593156255,0.7608873412522492,0.11523438193662372,0.39204359613023965,0.4320835866337291,0.04003999050348944
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+152,0.2928197550652408,0.2928197550652408,0.0,0.18466981504588315,0.18466981504588315,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+153,0.329829248460913,0.329829248460913,0.0,0.19873320268757,0.19873320268757,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+154,0.46742061625890563,0.4691467667264208,0.001726150467515175,0.3182693509157387,0.3186251355526547,0.00035578463691599005
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+155,0.7278613603650241,0.64046755486276,-0.08739380550226417,0.4173421934224623,0.38555659551847377,-0.03178559790398855
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+156,0.3584346513322188,0.2838449968403833,-0.07458965449183552,0.34891378441191817,0.29600962188594093,-0.05290416252597724
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+157,0.4583793640405947,0.35787791212948655,-0.10050145191110815,0.40718491069700563,0.34720410781902555,-0.05998080287798008
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+158,0.24948090196886774,0.5298359322996058,0.28035503033073805,0.19934435132290246,0.34286659727897795,0.1435222459560755
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+159,0.6312748948230597,0.6029412824824464,-0.028333612340613268,0.3864995236959754,0.37529456720909127,-0.011204956486884132
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+16,0.26816183122593673,0.1787783154498913,-0.08938351577604542,0.17454774523095462,0.17455013557557997,2.3903446253470406e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+160,0.6494925237907514,0.6103684108593479,-0.0391241129314035,0.39305360365113856,0.37777893884136116,-0.015274664809777405
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+161,0.46438843673948055,0.46759876961465796,0.003210332875177413,0.4105309719473688,0.41223468272792413,0.001703710780555312
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+162,0.32213339780964806,0.28570007537931846,-0.036433322430329595,0.3256750201551419,0.2948227023382819,-0.030852317816859987
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+163,0.46879882098069103,0.42783176177233023,-0.0409670592083608,0.4107298062034017,0.3908362952198643,-0.01989351098353742
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+164,0.12765760580617938,0.13966000489502103,0.012002399088841653,0.1431713735603963,0.15714599824254233,0.013974624682146025
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+165,0.2869897959183673,0.2869831526360544,-6.6432823129236596e-06,0.23132282385195338,0.23131994645247658,-2.8773994767972155e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+166,0.3570033482142857,0.23800697558545092,-0.11899637262883478,0.2082858538173531,0.2082882757177242,2.42190037111345e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+167,0.43606505102040816,0.29070339073129253,-0.14536166028911562,0.23292454437063534,0.23292170117634534,-2.843194290003126e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+168,0.2743192257217848,0.1828726487314086,-0.0914465769903762,0.17713574492876435,0.1771314698833468,-4.275045417556633e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+169,0.3138894078087054,0.4708457874089296,0.15695637960022418,0.24248947684906794,0.24249257375136798,3.096902300048221e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+17,0.22305255519272096,0.22305255519272096,0.0,0.20044771065601524,0.20044771065601524,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+170,0.5228255098529716,0.40332246028048097,-0.11950304957249064,0.3383584653412416,0.28593524373351065,-0.05242322160773094
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+171,0.25368702168367346,0.25368037840136054,-6.6432823129236596e-06,0.2160802598372622,0.21607704669428035,-3.213142981850492e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+172,0.26231000212585037,0.26230335884353745,-6.6432823129236596e-06,0.22019049531011253,0.22018737452598705,-3.1207841254821123e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+173,0.49891382334183676,0.3326025722789116,-0.16631125106292516,0.24972816056981534,0.24972566389337802,-2.4966764373135497e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+174,0.4569515306122449,0.3046277104591837,-0.15232382015306123,0.23875374875041652,0.23875102831377368,-2.7204366428446036e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+175,0.37801937181122447,0.3780094068877551,-9.96492346938549e-06,0.21526824119576443,0.21526500964703213,-3.2315487323020253e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+176,0.7197647423499611,0.7296392280678858,0.009874485717924708,0.4183621431268064,0.42184469468335906,0.0034825515565526377
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+177,0.5681844835749013,0.6586858207790212,0.0905013372041199,0.3606241958156936,0.39700652056853014,0.03638232475283654
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+178,0.49640636766288915,0.20492968965827585,-0.2914766780046133,0.33159136932956623,0.1453630910367986,-0.18622827829276764
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+179,0.630657484143309,0.6024081022377532,-0.028249381905555815,0.3867305181613686,0.3759201005907368,-0.01081041757063178
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+18,0.33745372386207645,0.38215421830522434,0.04470049444314789,0.2448919839732065,0.2668717504378359,0.021979766464629402
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+180,0.2724858364988902,0.273179600889247,0.000693764390356788,0.2896905002088902,0.29011077984726064,0.00042027963837043547
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+181,0.28348214285714285,0.2834754995748299,-6.6432823129236596e-06,0.22979493365500603,0.22979202343640612,-2.9102185999108077e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+182,0.47519730548469385,0.31679156037414963,-0.15840574511054423,0.24364162145039495,0.2436390018597617,-2.619590633246016e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+183,0.310726243622449,0.20714418579931973,-0.10358205782312926,0.19163450428968265,0.19163071401354523,-3.7902761374219995e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+184,0.33926565008025683,0.22617041198501872,-0.11309523809523811,0.20212053838246194,0.20211697765877332,-3.5607236886225913e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+19,0.4259705835459184,0.4259705835459184,0.0,0.23001302153395822,0.23001302153395822,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+2,0.7038937069583878,0.3060290799699173,-0.3978646269884705,0.4020704728014366,0.2393236399281163,-0.16274683287332029
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+20,0.4700255102040816,0.4700255102040816,0.0,0.24227481919789612,0.24227481919789612,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+21,0.47446986607142855,0.47446986607142855,0.0,0.2434502505368647,0.2434502505368647,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+22,0.47447983099489793,0.47447983099489793,0.0,0.24345287398635868,0.24345287398635868,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+23,0.4330179590425138,0.4330179590425138,0.0,0.2320523173460067,0.2320523173460067,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+24,0.16935005105554368,0.11290271511121665,-0.056447335944327034,0.12650335260935894,0.12650559665087896,2.244041520022e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+25,0.4870057779847761,0.6351766377601762,0.14817085977540007,0.3274947687264356,0.3881291104305804,0.06063434170414478
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+26,0.4557606652615796,0.47653159294404845,0.020770927682468854,0.30463895282793324,0.31324343246399633,0.00860447963606309
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+27,0.6748025609981685,0.6741710834470361,-0.0006314775511323534,0.3920387305508322,0.3917748542074909,-0.00026387634334129606
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+28,0.6454518960633604,0.6144761022299602,-0.03097579383340021,0.3848235108398296,0.37243106812859916,-0.012392442711230411
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+29,0.24196827168367346,0.16130553784013604,-0.08066273384353742,0.16305836847618793,0.16305384315779578,-4.525318392151201e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+3,0.45859574298469385,0.3057238520408163,-0.15287189094387754,0.23920184621142032,0.2391991350991725,-2.711112247810732e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+30,0.17116374871266735,0.11410230003432886,-0.05706144867833848,0.12751265919901794,0.1275069434853995,-5.715713618431595e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+31,0.14360993128215752,0.1436030249663317,-6.906315825810916e-06,0.15055242618630446,0.15054736598221785,-5.0602040866098985e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+32,0.26754476267606414,0.32251265495932757,0.05496789228326343,0.20120974428046356,0.23407582873274513,0.03286608445228156
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+33,0.4492885044642857,0.4492885044642857,0.0,0.2366448673671835,0.2366448673671835,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+34,0.4230209661989796,0.4230209661989796,0.0,0.22915024776792944,0.22915024776792944,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+35,0.4389050542091837,0.4389050542091837,0.0,0.23373239511361585,0.23373239511361585,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+36,0.3469023346152039,0.48696588010204084,0.14006354548683692,0.21847856265665963,0.24669843705827713,0.028219874401617495
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+37,0.376192058906246,0.376192058906246,0.0,0.21467442844428883,0.21467442844428883,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+38,0.4705953122749154,0.761838285511536,0.2912429732366206,0.3030436858794226,0.42683248709997734,0.12378880122055474
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+39,1.0,0.4999900350765306,-0.5000099649234694,0.25,0.24999750874430748,-2.49125569251607e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+4,0.45860570790816324,0.30573049532312924,-0.152875212585034,0.23920455726730286,0.23920184621142032,-2.7110558825371722e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+40,1.0,0.4999900350765306,-0.5000099649234694,0.25,0.24999750874430748,-2.49125569251607e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+41,1.0,0.4999900350765306,-0.5000099649234694,0.25,0.24999750874430748,-2.49125569251607e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+42,0.5766823044097781,0.5691369573617535,-0.007545347048024564,0.36257825186226644,0.3595047882063057,-0.0030734636559607287
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+43,0.12227008915215701,0.0815150185488053,-0.040755070603351706,0.09824519230769231,0.09824676677510857,1.5744674162626593e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+44,0.42525325451797036,0.42525325451797036,0.0,0.22980370641307,0.22980370641307,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+45,0.23912320106480325,0.23912320106480325,0.0,0.20885708057836228,0.20885708057836228,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+46,0.42469507334183676,0.42469507334183676,0.0,0.22964060563607952,0.22964060563607952,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+47,0.45999083227040816,0.45999083227040816,0.0,0.2395808464037701,0.2395808464037701,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+48,0.47243702168367346,0.47243702168367346,0.0,0.24291394257372984,0.24291394257372984,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+49,0.46389708227040816,0.46389708227040816,0.0,0.2406362104436105,0.2406362104436105,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+5,0.40052016900510207,0.2670068027210884,-0.13351336628401367,0.22238267547499696,0.22237960339943344,-3.0720755635205155e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+50,0.47840601084183676,0.47840601084183676,0.0,0.24448235473850385,0.24448235473850385,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+51,0.3607272583701832,0.3607272583701832,0.0,0.20954794614802413,0.20954794614802413,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+52,0.5204613964967826,0.7127666333596032,0.19230523686282064,0.3423037569845729,0.41599386313997744,0.07369010615540456
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+53,0.8173965158089758,0.6708744897325394,-0.14652202607643638,0.4470364235878375,0.3944524051569248,-0.052584018430912705
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+54,0.48880939094387754,0.32586628401360546,-0.16294310693027209,0.247170685988975,0.24716813802555732,-2.5479634176706067e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+55,1.0,0.4999900350765306,-0.5000099649234694,0.25,0.24999750874430748,-2.49125569251607e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+56,1.0,0.4999900350765306,-0.5000099649234694,0.25,0.24999750874430748,-2.49125569251607e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+57,0.5993107173638617,0.5634685462704094,-0.035842171093452224,0.3678124094755656,0.35351083370537306,-0.014301575770192532
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+58,0.5308524348074968,0.5397900362022283,0.008937601394731542,0.3450493213202862,0.3456628734761549,0.0006135521558686685
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+59,0.5492388765482336,0.2748704931151281,-0.27436838343310543,0.32949678781074365,0.19932061348020402,-0.13017617433053963
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+6,0.384456712372449,0.2562978316326531,-0.12815888073979592,0.21734060412136508,0.2173374194420659,-3.184679299189641e-06
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+60,0.6127253158784056,0.4563511841223534,-0.1563741317560522,0.3763481658202982,0.3110917638600599,-0.0652564019602383
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+61,0.4464086415816326,0.4464086415816326,0.0,0.23584349400888666,0.23584349400888666,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+62,0.45468949298469385,0.45468949298469385,0.0,0.2381347528834612,0.2381347528834612,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+63,0.4720882493622449,0.4720882493622449,0.0,0.24282170351918483,0.24282170351918483,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+64,0.41127232142857145,0.41127232142857145,0.0,0.2256582976117575,0.2256582976117575,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+65,0.3044483418367347,0.3044483418367347,0.0,0.189228024972748,0.189228024972748,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+66,0.6712543781871843,0.5160798624257492,-0.15517451576143504,0.39854477360145757,0.3383493328374738,-0.060195440763983754
