group,estimator,accuracy,miou,dice,iou_class0,iou_class1,iou_class2,iou_class3,nll,brier,targets,coverage
Top20_Deep_Correct,SC,0.7469532661125683,0.5969041460887378,0.7234235983932287,0.5543140819465809,0.6515239580379927,0.893279471171502,0.2884990731988756,0.7367358351441315,0.3867699338513535,288998,1.0
Top20_Deep_Correct,SRSC,0.7951819735776718,0.6599509507218118,0.7817490477793528,0.5856305461632731,0.7074168680595919,0.9127663315846546,0.4339900570797275,0.6643701004106644,0.3411759257327795,288998,1.0
Top20_Deep_Correct,raw,0.23680786718247185,0.13828954868200607,0.24216295892459597,0.09846165572083689,0.1475184338062411,0.16412735618712765,0.14305074901381865,1.5558281976049024,0.8939829243074441,288998,1.0
Top20_Deep_Correct,deep,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04039501161184349,0.01590295601391408,288998,1.0
Top20_Deep_Correct,oracle,0.6270926619282595,0.44811591087443936,0.5833322679765608,0.4468261174388268,0.5339844778514738,0.7052844346207539,0.106368613586703,0.9034435988508436,0.4922635583012146,288986,0.9999584772212956
Top20_Deep_Wrong,U,0.5515619512046138,0.24720438109188644,0.3538937976099171,0.46965016501650164,0.415199243593577,0.100154299340721,0.0038138164167461214,1.0068411971546816,0.5638498137719264,196453,1.0
Top20_Deep_Wrong,SR,0.5323665202363924,0.24352599533445002,0.3549350051361432,0.455120270017544,0.38745619624084104,0.12373935308564561,0.00778816199376947,1.0192425733974062,0.575270512500269,196453,1.0
Top20_Deep_Wrong,SC,0.3856800354283213,0.15615158280364286,0.24469206588471462,0.3143187529591725,0.2739566590921687,0.03427869355994676,0.002052225603283561,1.1863447542323744,0.6923568363319222,196453,1.0
Top20_Deep_Wrong,SRSC,0.37079097799473665,0.15338962368433606,0.24371585256693157,0.30617069036602684,0.25625376680775597,0.04650704890919115,0.004626988654370286,1.217895611587699,0.7167741806549341,196453,1.0
Top20_Deep_Wrong,raw,0.5260342168355789,0.24455937717800985,0.35758920218939233,0.40550643255248714,0.43406646219449324,0.1282263318799178,0.010438282085141169,1.1984756939030279,0.6258026277932274,196453,1.0
Top20_Deep_Wrong,deep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.872373411905588,1.8115190221399224,196453,1.0
Top20_Deep_Wrong,oracle,0.6411232843237079,0.3194737889504117,0.4341528000141055,0.5623341446898849,0.5147942177780155,0.19632389761112257,0.004442895722623922,0.9157538613819312,0.4985322685315787,196424,0.9998523819946755
