image_id,class,entropy,normalized_entropy,effective_query_count,dominant_share,top1_mass,top3_mass,top5_mass,top10_mass,top20_mass,gini,diffuseness_bin,weighted_target_purity,weighted_rival_mass,weighted_bg_mass,contribution_target_fraction,contribution_rival_fraction,contribution_bg_fraction,contribution_entropy,effective_contribution_count,pure_basis_fraction,best_basis_purity
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+147,0,4.745720054346454,0.8991316712013833,115.09064719501889,0.016825000632566832,0.016825000632566832,0.04918075603537009,0.08095129817127648,0.1535703303923678,0.2772608123215702,0.5303591401725936,diffuse,0.8715788722038269,0.12842118740081787,0.0,0.9000824689865112,0.09991748631000519,0.0,4.637887001037598,103.32578947212353,0.49489795918367346,0.9574539065361023
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+147,1,4.890707336780294,0.9266011923835884,133.047650272144,0.013075351790569659,0.013075351790569659,0.03866890657907436,0.06355213237318834,0.12291019257318044,0.2336780899919679,0.4557577318641193,very_diffuse,0.6905852556228638,0.309414803981781,0.0,0.6830126643180847,0.31698745489120483,0.0,4.889595985412598,132.89986971731645,0.4744897959183674,0.8545644283294678
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+148,0,4.987904959392482,0.9450164085900431,146.62890796299092,0.010851697248825825,0.010851697248825825,0.03142046050327374,0.05179549468908014,0.10116114359410351,0.1958028949449722,0.38049044322304315,very_diffuse,0.8807384967803955,0.11926143616437912,0.0,0.9577902555465698,0.04220975190401077,0.0,4.798754692077637,121.35919381273173,0.5714285714285714,0.9997231960296631
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+148,1,4.612073527609182,0.8738107876348341,100.69272246097051,0.019140985573940825,0.019140985573940825,0.05515023503625523,0.08886126692277174,0.1711576941511327,0.3198566233521746,0.5980312427047882,diffuse,0.7628716826438904,0.23712822794914246,0.0,0.7460113763809204,0.2539885938167572,0.0,4.608740329742432,100.35765243084592,0.3520408163265306,0.9063555598258972
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+149,0,5.261538330313517,0.9968594223530156,192.77781927681863,0.006625466688693905,0.006625466688693905,0.019796065110004358,0.03274903206635281,0.06456445839623544,0.1273692684231157,0.10204949229384552,very_diffuse,0.9999999403953552,0.0,0.0,1.0,0.0,0.0,5.219613075256348,184.86264230045242,1.0,1.0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+15,0,5.125155194470647,0.9710200564717991,168.20024337410473,0.009167345279038865,0.009167345279038865,0.026884167630303737,0.04406136962720763,0.08581847792856728,0.1670444994496083,0.2716847128573163,very_diffuse,0.8979263305664062,0.10205093026161194,2.2846234060125425e-05,0.9535434246063232,0.04644635319709778,1.0130715963896364e-05,4.983649253845215,146.00622442466357,0.6989795918367347,0.995026707649231
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+15,1,4.303955915459041,0.8154343346695133,73.9919212878763,0.02639829860438421,0.02639829860438421,0.07539565141439131,0.1220824490167156,0.23203720172343217,0.43153841212758925,0.7114070900687632,moderate,0.7025353908538818,0.2973968982696533,6.77983698551543e-05,0.6804273128509521,0.3195115029811859,6.117994780652225e-05,4.375840187072754,79.50661192522911,0.25510204081632654,0.8038203120231628
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+150,0,5.261609694812977,0.9968729431846132,192.7915772603083,0.006560948274077302,0.006560948274077302,0.01965610096482312,0.032538463689816555,0.06414864935557278,0.1269989294168266,0.10142969052328943,very_diffuse,1.0000001192092896,0.0,0.0,1.0,0.0,0.0,5.256892204284668,191.88422671218854,1.0,1.0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+151,0,5.261703948340232,0.9968908006078296,192.80974940287095,0.00659215188233954,0.00659215188233954,0.01966801942849676,0.0325542333718921,0.06434720365126478,0.12713622589744478,0.1013841664671089,very_diffuse,0.9999999403953552,0.0,0.0,1.0,0.0,0.0,5.233107566833496,187.37417750251655,1.0,1.0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+152,0,5.261583072414449,0.9968678992626359,192.78644475442567,0.006556328045581212,0.006556328045581212,0.019556459878485116,0.03235129468441153,0.06396257533806636,0.12666649520086418,0.10140369692788864,very_diffuse,1.0,0.0,0.0,1.0,0.0,0.0,5.2528581619262695,191.1117168301358,1.0,1.0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+153,0,5.246129945716026,0.9939401252948238,189.83019190182108,0.007044204642776976,0.007044204642776976,0.021048379990829758,0.03493160959612452,0.06888821663928717,0.13503844776903165,0.13261075573003134,very_diffuse,1.0,0.0,0.0,1.0,0.0,0.0,5.131008148193359,169.18759826731593,1.0,1.0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+154,0,5.261496018120206,0.9968514058175588,192.76966259702806,0.006573161272507882,0.006573161272507882,0.019658789989499315,0.03253147132888808,0.06419839309645577,0.12710000376044783,0.10175699023874785,very_diffuse,0.9999999403953552,0.0,0.0,1.0,0.0,0.0,5.253661155700684,191.26523997978538,1.0,1.0
TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+155,2,4.431508895760555,0.8396007252344558,84.05815626361223,0.036963120778868354,0.036963120778868354,0.10480990079988031,0.16574754310281753,0.2899272420380448,0.4925171897480465,0.6823582945024838,diffuse,1.0,0.0,0.0,1.0,0.0,0.0,4.367376804351807,78.83655650698779,1.0,1.0
