image_id,class,k,mode,mean_selected_purity,soft_iou,hard_iou
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,1,10,equal,0.9995508193969727,0.20503687758439015,0.20479833101458694
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,1,10,purity_weighted,0.9995508193969727,0.20503701666485036,0.20479833101458694
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,2,1,equal,0.18555353581905365,0.08275993936165071,0.09493670885775517
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,2,1,purity_weighted,0.18555353581905365,0.08275993425847251,0.09493670885775517
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,2,3,equal,0.18361417949199677,0.08421677032763156,0.08615384615119527
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,2,3,purity_weighted,0.18361417949199677,0.08421042462224557,0.08615384615119527
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,2,5,equal,0.17995280027389526,0.08173771555029763,0.08695652173642993
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,2,5,purity_weighted,0.17995280027389526,0.08181093386125375,0.08695652173642993
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,2,10,equal,0.1720409393310547,0.07650772493101876,0.0846394984299486
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+105,2,10,purity_weighted,0.1720409393310547,0.07682321025192729,0.0846394984299486
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,0,1,equal,0.5032154321670532,0.24836715642509935,0.24137931034195745
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,0,1,purity_weighted,0.5032154321670532,0.24836717739053163,0.24137931034195745
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,0,3,equal,0.49507948756217957,0.2299761789035787,0.20938628158592795
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,0,3,purity_weighted,0.49507948756217957,0.2304792960901543,0.21058965102032984
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,0,5,equal,0.4840586185455322,0.218635208747993,0.19830713421767465
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,0,5,purity_weighted,0.4840586185455322,0.21934450282002646,0.19806763284784942
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,0,10,equal,0.4711368978023529,0.20059752158073535,0.18137254901738514
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,0,10,purity_weighted,0.4711368978023529,0.20147534210693402,0.18137254901738514
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,1,1,equal,0.9897477030754089,0.23214936120946122,0.22170997485238178
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,1,1,purity_weighted,0.9897477030754089,0.23214934257056613,0.22170997485238178
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,1,3,equal,0.9896339774131775,0.22410895401351016,0.2103939647937536
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,1,3,purity_weighted,0.9896339774131775,0.2241098011060326,0.2103939647937536
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,1,5,equal,0.9893749952316284,0.24070916637467535,0.23376623376525443
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,1,5,purity_weighted,0.9893749952316284,0.24070275802545613,0.23376623376525443
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,1,10,equal,0.9890073537826538,0.24577102084211866,0.24130708001574652
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,1,10,purity_weighted,0.9890073537826538,0.2457667761772507,0.24130708001574652
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,2,1,equal,0.15743087232112885,0.12608794013726227,0.1452702702653625
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,2,1,purity_weighted,0.15743087232112885,0.12608794184817648,0.1452702702653625
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,2,3,equal,0.15699613094329834,0.12484404278427055,0.14285714285239676
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,2,3,purity_weighted,0.15699613094329834,0.1248486621507273,0.14285714285239676
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,2,5,equal,0.15378043055534363,0.12263325760770526,0.14098360655275463
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,2,5,purity_weighted,0.15378043055534363,0.12270959417323317,0.13770491802827198
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,2,10,equal,0.1467486470937729,0.11590269682906368,0.12582781456536993
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+106,2,10,purity_weighted,0.1467486470937729,0.1163315895068816,0.12582781456536993
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107,0,1,equal,0.9535169005393982,0.21427255835724787,0.21104972375574008
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107,0,1,purity_weighted,0.9535169005393982,0.21427255599568584,0.21104972375574008
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107,0,3,equal,0.9514604210853577,0.2560356280819994,0.2568908489511748
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107,0,3,purity_weighted,0.9514604210853577,0.25598777203743944,0.2568908489511748
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107,0,5,equal,0.9500533938407898,0.2650893312006174,0.2643171806152846
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107,0,5,purity_weighted,0.9500533938407898,0.2650408535323084,0.2643171806152846
