image_id,class,group,target_purity,rival_mass,bg_mass
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,1,bottom50pct,0.3248846232891083,0.6751154661178589,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,2,top10pct,0.5281224250793457,0.4718776345252991,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,2,middle40pct,0.25391852855682373,0.7460814118385315,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122,2,bottom50pct,0.19734984636306763,0.8026501536369324,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,0,top10pct,0.8817170858383179,0.11828285455703735,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,0,middle40pct,0.7624190449714661,0.2375810146331787,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,0,bottom50pct,0.10172043740749359,0.8982795476913452,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,1,top10pct,0.6921703219413757,0.30782973766326904,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,1,middle40pct,0.561059832572937,0.4389401972293854,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,1,bottom50pct,0.16253706812858582,0.8374629020690918,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,2,top10pct,0.486447811126709,0.5135521292686462,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,2,middle40pct,0.20488156378269196,0.7951184511184692,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123,2,bottom50pct,0.09881585836410522,0.90118408203125,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+124,0,top10pct,0.8161723017692566,0.1836584210395813,0.00016924415831454098
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+124,0,middle40pct,0.7094891667366028,0.2686888575553894,0.021822014823555946
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+124,0,bottom50pct,0.07649514079093933,0.6844873428344727,0.23901742696762085
