Delta_image_AUROC,DeepCapture,ShallowProtection,DeepSelectionPrecision,ADT:all:mean_dm,ADT:Top20:mean_dm,ADT:class0:mean_dm,ADT:class1:mean_dm,ADT:class2:mean_dm,ADT:class3:mean_dm,ADT:Raw_Correct:harm_rate,ADT:Raw_Wrong:benefit_rate,BRR_ADT,HHCR_ADT,ADT-RG:all:mean_dm,ADT-RG:Shallow-Win:harm_rate,ADT-RG:Deep-Win:benefit_rate,ADT:all:benefit_rate,ADT:all:harm_rate,ADT:Top20:benefit_rate,ADT:Top20:harm_rate,ADT:Deep-Win:benefit_rate,ADT:Deep-Win:harm_rate,ADT:Shallow-Win:benefit_rate,ADT:Shallow-Win:harm_rate
0.7783520430768727,0.6435530577797839,0.7870190460211189,0.8372627756847403,0.0008667551226489233,0.002710022106586351,0.0005310123967459186,0.0010023820688566563,0.0010971708115964283,0.0015765734661496542,0.03972852129894105,0.355875473488837,0.6435467003188267,0.20550110141099678,0.0003831514198124287,-0.009780096664375444,0.3412971127591063,0.2430888463574015,0.03695744935951805,0.38001994360913804,0.05426750235985724,0.6435530577797839,0.0,0.00746361555073256,0.20551192608909793
0.7871234506261461,0.6434481735325595,0.7934668475050861,0.8436769143524172,0.0008775036732016171,0.0027643453411062835,0.0005486930921080908,0.0009925950104036974,0.001154125702292568,0.001645038713756125,0.037750841182019115,0.35931273597116503,0.6434450165583299,0.19922122809704024,0.00039143573267865243,-0.017232515914510096,0.33835187003368494,0.2479649123089676,0.035350711767136826,0.3827278672561442,0.05115705258467207,0.6434481735325595,0.0,0.0073064554940607705,0.19922669700085316
0.787025545576311,0.6341784288804156,0.7927755536194391,0.8370064240548903,0.0008771050568831408,0.0027700340703519974,0.0005618897528094042,0.001000398283182907,0.0010876917296918382,0.0016780230732545347,0.038650038819875776,0.3489411619953636,0.6341720580131176,0.20006734834595669,0.0003983804559586198,-0.015634437454232524,0.33746165534245004,0.24123881510235554,0.03681317753605418,0.3717929883411073,0.052491542507824965,0.6341784288804156,0.0,0.007135717607316382,0.2000833836664226
0.7803801056818644,0.6444294929899482,0.7867213563029806,0.8413974012241495,0.0008713509239663249,0.0027186045678178274,0.0005338464285545841,0.0009868707110813983,0.0011062636255836835,0.0016774970146034413,0.038656975695074924,0.3595830717840649,0.6444232632172415,0.2054416188132349,0.000385211737335799,-0.009209734755263878,0.3415192546699934,0.24382890051166076,0.03605965198041367,0.3829760334100748,0.053308482415052476,0.6444294929899482,0.0,0.00782608695652174,0.2054416188132349
0.7771297284167036,0.6374831908358928,0.7776351813826147,0.821969534802079,0.0008413161083602092,0.0026479040055455727,0.0005128160206479512,0.000977868718088566,0.0010635549133837718,0.0016953259787433966,0.040595364660854776,0.3465560054712538,0.6374765501784677,0.21481968685831623,0.000380702792146076,-0.004876796714579056,0.3411670955424587,0.24029676104293185,0.0382421054681541,0.36923290075278253,0.05865238073246201,0.6374831908358928,0.0,0.007539784394250513,0.21482503422313484
0.7856405318717411,0.6357719801427164,0.7896778042959427,0.8418192243449646,0.0008795468016016265,0.0027360626138372263,0.0005415368043287345,0.0009775602683881573,0.0011459934704751214,0.0016903904538263107,0.03850134020968344,0.3581419814562848,0.635768842139616,0.20244961548660834,0.0003879413206419062,-0.016623574648634315,0.33227687228954983,0.24933441879022605,0.03552668168573605,0.3792878077673274,0.05051111587676031,0.6357719801427164,0.0,0.007844957128966676,0.20247171395739416
0.7970372591026252,0.6503942415383283,0.7975908762242818,0.8457939829981512,0.0008971065410365976,0.0028608907228013293,0.0005648422525974113,0.0010140861347075786,0.0011937480605743742,0.0016345265411753535,0.037166809097143545,0.3633664581033002,0.650387823279666,0.19507438813295647,0.0004074672292286199,-0.022721794956068277,0.35021549303458477,0.2470000145043618,0.034755271126811635,0.3826643817459605,0.05079913083954137,0.6503942415383283,0.0,0.007312824557943864,0.19509629921777427
0.7898638156471305,0.6372933039145202,0.7926573367877388,0.8473296910665579,0.0008840001744958221,0.0027537423255136343,0.000537008488351122,0.0009943750554847952,0.0011530706558095408,0.0017273115858747101,0.03719328366829675,0.3587648078915364,0.6372871061308476,0.2005215182223615,0.00037948453574893537,-0.013530376198176925,0.33127463619009845,0.24890122581364207,0.035040033984871564,0.382447949680628,0.050028849123149186,0.6372933039145202,0.0,0.006798762233575254,0.2005383052896049
0.7873001288858045,0.6442904356664476,0.7940494912503959,0.8430290426554737,0.0008877814677725444,0.002828271141467981,0.0005891157879552693,0.000992098812278199,0.001115671978810285,0.0016373917632523472,0.0375063241455174,0.3597921297184405,0.6442839616869895,0.1976704769631733,0.0003914219982212693,-0.020716750671016,0.3441535110009096,0.24815959970737897,0.03490879843504339,0.381194062662501,0.05165576632831227,0.6442904356664476,0.0,0.008257803513178587,0.19768714816811242
0.786103023662447,0.6430641159049068,0.7951562118893989,0.8446034028881656,0.0008867887502140454,0.0028274108874493187,0.0005504983858979256,0.0010045884802001262,0.001156817501541031,0.0016442849135084943,0.037380193498801936,0.35701080109284977,0.6430609141119027,0.19640679394221602,0.0004012371619099891,-0.022894077474001642,0.34379892739934365,0.24621980427556514,0.035126598894152906,0.382110024806654,0.05042004544412249,0.6430641159049068,0.0,0.008420364087895519,0.1964178806625424
