teacher-raw_accuracy_delta,teacher_NetRepair_count,teacher_NetRepair_rate,PRG:all:mean_dm,PRG:Top20:mean_dm,PRG:class0:mean_dm,PRG:class1:mean_dm,PRG:class2:mean_dm,PRG:class3:mean_dm,PRG:Raw_Correct:harm_rate,PRG:Raw_Wrong:benefit_rate,Deep-Win:BRR,Shallow-Win:HHCR,Shallow-Win:teacher_accuracy,PRG:all:benefit_rate,PRG:all:harm_rate,PRG:Top20:benefit_rate,PRG:Top20:harm_rate,teacher-raw_mIoU_delta
0.07150803105483358,177736.0,0.07150803105483358,0.0002939302005239361,0.0009205885788496978,0.00011025472113779041,0.0003287487863744438,0.0005287213596469403,0.0007237845927925503,0.13274770550010048,0.611894875262675,0.9999935878939438,0.9631437169617799,0.3713411404032776,0.7959211261621725,0.2040772645289412,0.7228093108063385,0.2771844448006061,0.1569191194477202
0.06878872803007623,170493.0,0.06878872803007623,0.000277976603378367,0.0008596789856736742,9.379212006533654e-05,0.0003126210559650632,0.000513850662304732,0.0007131289843835108,0.1370409968843116,0.5987852509168777,0.9999967795332899,0.9632677210647704,0.3626826342056679,0.7869019270510978,0.21309484519278177,0.7148065076344985,0.28518104312210424,0.15139261888668937
0.07058441681647107,174846.0,0.07058441681647107,0.0002819953387566688,0.0008714099574611726,9.637349769769535e-05,0.0003219747110200259,0.0004964649792962017,0.0007128103018768953,0.13902064364567474,0.6061794329646508,0.9999904638085642,0.9628930034693093,0.3734784561844092,0.7877138724461764,0.212282494300839,0.7178859774313696,0.28209764178083735,0.15506119978549027
0.07164797594870734,177880.0,0.07164797594870734,0.00028367740731214406,0.0008747790561955221,0.00011126669212465,0.00031204261300054063,0.0005071386292916247,0.0007398177513164522,0.13595416085934312,0.60602416967149,0.9999968430257704,0.9629044254369654,0.367061886115547,0.7905770908537259,0.20942210356975124,0.7191633159557108,0.28083255797641127,0.16230692510356548
0.0690792303616554,171835.0,0.0690792303616554,0.00027882566746687535,0.0008617557675490698,0.00010380202331599076,0.00031817086222525023,0.0004838941865741591,0.0007395863517839201,0.13956535280947566,0.6006909781353378,0.999990443699053,0.9632951514536018,0.3678823221282077,0.7857496625133769,0.2142451113685756,0.7151610494227685,0.2848246677195173,0.15275138620479412
0.07335483353596395,182032.0,0.07335483353596395,0.00028394047478676616,0.0008769602682801706,9.903414343933814e-05,0.00031844797247376213,0.0004970498550080172,0.0007490948666852247,0.1374017086474895,0.6081090548356723,0.9999906553409399,0.961465682253213,0.3680776592835658,0.7894050719577099,0.21059251017619393,0.7214773517458518,0.2785144914976009,0.16039743291849123
0.064681768167404,159424.0,0.064681768167404,0.00026834860741783794,0.0008300844318797836,9.5658547632426e-05,0.0003043589205967248,0.00048469096275249055,0.0007425014722517656,0.14067786519243036,0.5932873021555541,0.9999933593425749,0.9637929928131417,0.36375449178644764,0.7836428448552872,0.21635147504162705,0.7053735992913013,0.29460750767267185,0.15084151771522702
0.07287136932805113,180815.0,0.07287136932805113,0.0002869040393563408,0.0008801773496047833,0.00010952156476527102,0.0003079355301966571,0.0005128814657367018,0.0007400091424332968,0.1373064612809464,0.6144885048603611,0.9999968619968996,0.9598305047290727,0.3731658269247768,0.7913798870748683,0.20861850086043954,0.7237768450721486,0.2762190700856796,0.1602558098050741
0.0703699256893198,174659.0,0.0703699256893198,0.00028793541901941445,0.0008989616636859997,0.00011137475539214499,0.00032024324720294524,0.0005217033301681401,0.0007373061510819167,0.13624364721880508,0.6123449306111844,0.9999903726120066,0.962712811411293,0.37804290190407325,0.7935759375861197,0.20642204791918814,0.7172577611812567,0.2827338895347988,0.1548044317302455
0.07543300829108107,186802.0,0.07543300829108107,0.00029122030801995673,0.0008906401660934041,0.00010485813243197778,0.0003209600519778087,0.0005162220474639543,0.0007713791251716073,0.1341601527550958,0.6138729674338994,0.9999845055408186,0.9629565382829068,0.37052974388531074,0.7935536158191178,0.20644355749242044,0.728489118598339,0.2715047865164887,0.16778983223247562
