image,foreground_pixels,corrected,harmed,net_correction,class0_corrected,class0_harmed,class0_net,class1_corrected,class1_harmed,class1_net,class2_corrected,class2_harmed,class2_net,class3_corrected,class3_harmed,class3_net
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+231,50176,703,687,16,0,0,0,125,26,99,578,661,-83,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+232,50176,64,384,-320,64,384,-320,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+233,50176,1027,12381,-11354,0,262,-262,939,0,939,88,12119,-12031,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+234,48704,192,896,-704,0,0,0,0,0,0,192,896,-704,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+235,50176,0,4,-4,0,0,0,0,0,0,0,4,-4,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+236,45081,1981,49,1932,0,0,0,0,13,-13,1981,36,1945,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+237,49935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+238,50176,288,64,224,0,0,0,0,0,0,288,64,224,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+24,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+25,50162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+26,34351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+27,28482,5922,235,5687,5922,0,5922,0,235,-235,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+28,40835,8085,2957,5128,8085,0,8085,0,2957,-2957,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+29,50056,2112,0,2112,0,0,0,0,0,0,0,0,0,2112,0,2112
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+3,49313,480,256,224,0,0,0,0,0,0,0,0,0,480,256,224
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+30,49671,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+31,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+32,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+33,50176,2179,12847,-10668,2179,0,2179,0,0,0,0,0,0,0,12847,-12847
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+34,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+35,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+36,27732,412,1019,-607,410,1019,-609,2,0,2,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+37,34123,0,663,-663,0,663,-663,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+38,3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+39,50176,224,0,224,0,0,0,0,0,0,0,0,0,224,0,224
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+4,50176,0,4,-4,0,0,0,0,0,0,0,0,0,0,4,-4
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+40,50176,64,0,64,0,0,0,0,0,0,0,0,0,64,0,64
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+41,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+42,50176,0,16,-16,0,0,0,0,0,0,0,0,0,0,16,-16
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+43,49043,800,207,593,800,207,593,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+44,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+45,46431,38,1946,-1908,38,1946,-1908,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+46,44169,168,168,0,168,168,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+47,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+48,34515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+49,20539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+5,50176,16,0,16,0,0,0,0,0,0,0,0,0,16,0,16
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+50,48413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+51,43745,376,118,258,376,0,376,0,0,0,0,0,0,0,118,-118
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+52,38311,14,554,-540,0,0,0,0,0,0,0,0,0,14,554,-540
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+53,49176,272,64,208,0,0,0,0,0,0,0,0,0,272,64,208
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+54,50176,576,0,576,0,0,0,0,0,0,0,0,0,576,0,576
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+55,49691,475,558,-83,0,431,-431,0,0,0,0,0,0,475,127,348
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+56,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+57,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+58,50084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+59,37735,5869,16552,-10683,0,16552,-16552,5869,0,5869,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+6,49869,596,1362,-766,68,1278,-1210,0,0,0,0,0,0,528,84,444
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+60,45438,738,1181,-443,184,1154,-970,554,27,527,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+61,50176,494,1150,-656,492,1150,-658,2,0,2,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+62,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+63,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+64,49966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+65,34867,90,640,-550,0,0,0,0,0,0,0,0,0,90,640,-550
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+66,49785,608,512,96,0,0,0,0,0,0,0,0,0,608,512,96
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+67,50174,383,929,-546,277,886,-609,0,0,0,0,0,0,106,43,63
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+68,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+69,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+7,46989,69,1073,-1004,17,1073,-1056,52,0,52,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+70,46025,28,9752,-9724,0,9752,-9752,28,0,28,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+71,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+72,2747,147,0,147,147,0,147,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+73,46219,451,48,403,74,0,74,377,48,329,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+74,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+75,46841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+76,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+77,49922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+78,45448,8117,98,8019,0,98,-98,0,0,0,0,0,0,8117,0,8117
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+79,48969,677,434,243,97,12,85,0,0,0,0,0,0,580,422,158
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+8,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+80,50176,1177,21354,-20177,0,21354,-21354,0,0,0,0,0,0,1177,0,1177
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+81,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+82,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+83,22775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+84,9031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+85,48253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+86,48300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+87,18769,796,4649,-3853,0,4649,-4649,796,0,796,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+88,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+89,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+9,48515,144,128,16,0,0,0,0,0,0,0,0,0,144,128,16
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+90,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+91,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+92,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+93,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+94,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+95,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+96,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+97,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+98,50176,526,5680,-5154,526,0,526,0,5680,-5680,0,0,0,0,0,0
TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+99,50176,480,64,416,480,64,416,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+1,50176,0,157,-157,0,0,0,0,157,-157,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+10,50176,5187,18050,-12863,0,18050,-18050,5187,0,5187,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+11,50176,936,430,506,73,311,-238,863,119,744,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+12,50176,14,2,12,0,0,0,14,2,12,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+13,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+14,50176,384,64,320,0,0,0,0,0,0,0,0,0,384,64,320
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+15,50176,0,10826,-10826,0,0,0,0,0,0,0,0,0,0,10826,-10826
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+16,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+17,50176,280,1950,-1670,0,0,0,242,1950,-1708,0,0,0,38,0,38
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+18,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+19,50176,508,1177,-669,160,267,-107,348,910,-562,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+2,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+20,50176,322,231,91,322,0,322,0,231,-231,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+21,50176,1,448,-447,0,0,0,1,448,-447,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+22,50176,0,1580,-1580,0,0,0,0,0,0,0,0,0,0,1580,-1580
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+23,50176,64,3328,-3264,0,0,0,0,0,0,0,0,0,64,3328,-3264
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+24,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+25,50176,1792,0,1792,1792,0,1792,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+26,50176,260,405,-145,137,251,-114,123,154,-31,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+27,50176,3881,1267,2614,599,261,338,3282,121,3161,0,0,0,0,885,-885
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+28,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+29,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+3,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+30,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+31,50176,64,1088,-1024,0,0,0,0,0,0,0,0,0,64,1088,-1024
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+32,50176,689,380,309,497,221,276,192,159,33,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+33,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+34,50176,2495,2067,428,2495,1913,582,0,154,-154,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+35,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+36,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+37,50176,0,6479,-6479,0,6479,-6479,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+38,50176,191,3029,-2838,31,106,-75,0,0,0,0,0,0,160,2923,-2763
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+39,50176,0,512,-512,0,0,0,0,0,0,0,0,0,0,512,-512
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+4,50176,5628,0,5628,0,0,0,0,0,0,0,0,0,5628,0,5628
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+40,50176,742,436,306,685,313,372,57,123,-66,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+41,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+42,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+43,50176,1495,600,895,55,600,-545,1440,0,1440,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+44,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+45,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+46,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+47,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+5,50176,1536,864,672,0,0,0,0,0,0,0,0,0,1536,864,672
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+6,50176,1568,3484,-1916,0,0,0,0,0,0,0,0,0,1568,3484,-1916
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+7,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+8,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+9,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+0,50176,202,1517,-1315,43,1490,-1447,159,27,132,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+1,48018,6185,0,6185,6185,0,6185,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+10,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+11,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+12,50176,610,1613,-1003,546,1613,-1067,64,0,64,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+13,50176,1268,574,694,396,508,-112,872,66,806,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+14,50176,1159,1065,94,511,690,-179,648,375,273,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+15,50176,320,0,320,320,0,320,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+16,50176,989,669,320,118,498,-380,871,171,700,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+17,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+18,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+19,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+2,50176,6569,8055,-1486,0,8055,-8055,6569,0,6569,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+20,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+21,50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+22,50119,666,553,113,665,390,275,1,163,-162,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+23,48603,542,1100,-558,496,1063,-567,46,37,9,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+24,50176,1671,823,848,1622,655,967,49,168,-119,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+25,50176,769,2679,-1910,769,2662,-1893,0,17,-17,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+26,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+27,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+28,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+29,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+3,50176,131,875,-744,13,831,-818,118,44,74,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+30,50176,0,11804,-11804,0,11804,-11804,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+31,37408,825,1039,-214,364,671,-307,461,368,93,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+32,43675,817,1340,-523,506,9,497,311,1331,-1020,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+33,46926,1439,1818,-379,101,1682,-1581,1338,136,1202,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+34,50176,828,1945,-1117,828,1242,-414,0,703,-703,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+35,49051,692,867,-175,305,863,-558,387,4,383,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+36,50176,9576,16410,-6834,9576,0,9576,0,16410,-16410,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+37,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+38,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+39,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+4,50176,505,482,23,332,374,-42,173,108,65,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+40,47770,30,2171,-2141,30,2171,-2141,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+41,50176,860,1806,-946,200,1776,-1576,660,30,630,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+42,47288,740,1061,-321,29,6,23,711,1055,-344,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+43,38366,472,1117,-645,0,0,0,472,1117,-645,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+44,50176,190,3205,-3015,190,3205,-3015,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+45,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+46,50176,11,100,-89,11,100,-89,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+47,50176,2694,2650,44,1862,64,1798,724,478,246,108,2108,-2000,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+48,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+49,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+5,50176,1889,1667,222,1889,647,1242,0,1020,-1020,0,0,0,0,0,0
TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+50,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
