image,foreground_pixels,corrected,harmed,net_correction,class0_corrected,class0_harmed,class0_net,class1_corrected,class1_harmed,class1_net,class2_corrected,class2_harmed,class2_net,class3_corrected,class3_harmed,class3_net
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+97,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+98,47197,117,708,-591,0,0,0,23,708,-685,94,0,94,0,0,0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+99,27180,143,833,-690,0,0,0,101,803,-702,42,30,12,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+1,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+10,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+100,50176,624,969,-345,239,907,-668,385,62,323,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+101,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+102,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+103,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+104,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+105,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+106,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+107,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+108,50176,1143,263,880,1143,263,880,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+109,50176,148,2037,-1889,148,1208,-1060,0,829,-829,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+11,50176,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+110,50176,579,2952,-2373,351,1539,-1188,228,1413,-1185,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+111,50176,607,563,44,607,549,58,0,14,-14,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+112,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+113,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+114,50176,1584,878,706,0,633,-633,1584,245,1339,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+115,50176,228,1187,-959,228,1187,-959,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+116,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+117,48466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+118,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+119,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+12,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+120,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+121,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+122,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+123,50176,448,615,-167,430,554,-124,18,61,-43,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+124,50176,846,950,-104,738,674,64,108,276,-168,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+125,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+126,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+127,50176,160,1625,-1465,33,1556,-1523,127,69,58,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+128,50176,489,1497,-1008,0,1497,-1497,489,0,489,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+129,50176,681,416,265,239,393,-154,442,23,419,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+13,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+130,50176,549,578,-29,477,578,-101,72,0,72,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+131,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+132,50176,6163,14323,-8160,0,14323,-14323,0,0,0,0,0,0,6163,0,6163
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+133,49559,480,864,-384,480,64,416,0,0,0,0,0,0,0,800,-800
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+134,50176,17540,3462,14078,2508,0,2508,0,3462,-3462,0,0,0,15032,0,15032
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+135,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+136,50176,718,1869,-1151,718,1869,-1151,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+137,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+138,50176,604,1567,-963,579,923,-344,25,644,-619,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+139,50176,1444,1283,161,1428,1283,145,16,0,16,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+14,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+140,50176,189,1864,-1675,189,1864,-1675,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+141,50176,1347,1079,268,72,1079,-1007,1275,0,1275,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+142,50176,1645,1034,611,1249,1034,215,396,0,396,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+143,50176,1323,2275,-952,1323,2239,-916,0,36,-36,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+144,50176,1934,2218,-284,395,1253,-858,1539,965,574,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+145,50176,736,320,416,64,96,-32,0,0,0,0,0,0,672,224,448
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+146,43279,1362,512,850,0,0,0,0,9,-9,0,0,0,1362,503,859
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+147,50176,388,1242,-854,0,0,0,0,0,0,0,0,0,388,1242,-854
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+148,50176,580,298,282,308,0,308,272,298,-26,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+149,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+15,38543,33,1007,-974,0,0,0,0,13,-13,33,994,-961,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+150,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+151,50176,55,2377,-2322,55,2377,-2322,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+152,50176,205,2841,-2636,202,2841,-2639,3,0,3,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+153,50176,855,1425,-570,733,1425,-692,122,0,122,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+154,50176,457,1215,-758,386,1080,-694,71,135,-64,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+155,50176,132,1068,-936,126,794,-668,6,274,-268,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+156,50176,120,1387,-1267,105,1387,-1282,15,0,15,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+157,50176,106,516,-410,0,218,-218,106,298,-192,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+158,50176,0,30980,-30980,0,0,0,0,0,0,0,0,0,0,30980,-30980
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+159,48051,1950,774,1176,590,142,448,9,630,-621,0,0,0,1351,2,1349
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+16,49927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+160,50176,80,1071,-991,80,1047,-967,0,24,-24,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+161,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+162,50176,978,1536,-558,978,1536,-558,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+163,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+164,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+165,50176,1817,1053,764,1638,1018,620,179,35,144,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+166,50176,40,9346,-9306,40,9346,-9306,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+167,50176,176,2824,-2648,11,2824,-2813,165,0,165,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+168,50176,616,1053,-437,616,1047,-431,0,6,-6,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+169,50176,561,337,224,384,337,47,177,0,177,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+17,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+170,50176,799,2274,-1475,376,2274,-1898,423,0,423,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+171,50176,130,1287,-1157,34,1287,-1253,96,0,96,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+172,50176,358,2240,-1882,11,1276,-1265,0,0,0,0,0,0,347,964,-617
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+173,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+174,50176,597,1714,-1117,597,1714,-1117,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+175,50176,1947,507,1440,1947,507,1440,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+176,50176,864,1940,-1076,864,1940,-1076,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+177,50176,22501,0,22501,22501,0,22501,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+178,50176,652,5952,-5300,652,5952,-5300,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+179,50176,857,1904,-1047,641,1900,-1259,216,4,212,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+18,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+180,50176,2711,3827,-1116,1059,3827,-2768,1652,0,1652,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+181,50176,1113,1220,-107,38,1179,-1141,1075,41,1034,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+182,50176,272,7336,-7064,272,7336,-7064,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+183,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+184,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+185,50176,54,98,-44,31,45,-14,23,53,-30,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+186,50176,721,2838,-2117,660,2838,-2178,61,0,61,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+187,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+188,50176,931,3795,-2864,931,3795,-2864,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+189,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+19,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+190,50176,155,923,-768,155,923,-768,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+191,50176,689,1172,-483,605,1154,-549,84,18,66,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+192,50176,1375,4060,-2685,879,4054,-3175,496,6,490,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+193,50176,1568,2659,-1091,23,2659,-2636,1545,0,1545,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+194,50176,1008,1025,-17,1008,962,46,0,63,-63,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+195,50176,5605,0,5605,0,0,0,5605,0,5605,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+196,50176,911,2666,-1755,564,974,-410,257,93,164,0,0,0,90,1599,-1509
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+197,50176,564,159,405,51,123,-72,513,36,477,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+198,50176,838,481,357,465,462,3,373,19,354,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+199,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+2,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+20,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+200,50176,1742,2042,-300,1742,2042,-300,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+201,50176,1248,3390,-2142,1248,3390,-2142,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+202,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+203,50176,508,911,-403,446,911,-465,62,0,62,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+204,50176,178,599,-421,178,599,-421,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+205,50176,6946,0,6946,0,0,0,6946,0,6946,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+206,50176,15360,112,15248,15360,0,15360,0,112,-112,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+207,50176,605,1142,-537,583,740,-157,22,402,-380,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+208,50176,428,1201,-773,408,1096,-688,20,105,-85,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+209,50176,83,560,-477,83,560,-477,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+21,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+210,50176,196,4950,-4754,196,4950,-4754,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+211,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+212,50176,551,2016,-1465,551,2016,-1465,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+213,50176,444,965,-521,373,965,-592,71,0,71,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+214,50176,2261,314,1947,118,229,-111,2143,85,2058,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+215,50176,204,2875,-2671,43,2875,-2832,161,0,161,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+216,50176,459,1804,-1345,208,1587,-1379,251,217,34,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+217,50176,633,2570,-1937,184,2570,-2386,449,0,449,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+218,50176,1810,3471,-1661,1810,3471,-1661,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+219,50176,620,3741,-3121,620,3741,-3121,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+22,49757,280,582,-302,0,0,0,272,522,-250,8,60,-52,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+220,50176,2904,579,2325,903,460,443,2001,119,1882,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+221,50176,292,2288,-1996,116,2241,-2125,176,47,129,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+222,50176,441,4361,-3920,10,4361,-4351,431,0,431,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+223,50176,446,2206,-1760,437,2206,-1769,9,0,9,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+224,50176,700,580,120,700,580,120,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+225,50176,1817,2091,-274,93,2015,-1922,1724,76,1648,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+226,50176,357,1302,-945,357,1302,-945,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+227,50176,617,1541,-924,147,1353,-1206,470,188,282,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+228,50176,1545,1675,-130,1487,1675,-188,58,0,58,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+229,50176,1570,1920,-350,1570,1920,-350,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+23,50176,2493,726,1767,0,0,0,0,717,-717,2493,9,2484,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+24,50176,681,992,-311,0,0,0,0,4,-4,681,988,-307,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+25,50176,540,584,-44,0,0,0,0,42,-42,540,542,-2,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+26,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+27,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+28,50176,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+29,50176,431,1474,-1043,0,0,0,40,1421,-1381,391,53,338,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+3,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+30,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+31,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+32,50176,640,547,93,0,0,0,139,468,-329,501,79,422,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+33,50176,466,1641,-1175,0,0,0,359,1182,-823,107,459,-352,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+34,50176,282,1129,-847,0,0,0,20,0,20,262,1129,-867,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+35,50176,129,3858,-3729,0,0,0,0,0,0,129,3858,-3729,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+36,49093,953,251,702,0,0,0,0,0,0,953,251,702,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+37,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+38,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+39,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+4,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+40,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+41,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+42,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+43,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+44,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+45,43005,718,2113,-1395,0,0,0,0,0,0,718,2113,-1395,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+46,50176,214,3963,-3749,0,0,0,214,0,214,0,3963,-3963,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+47,50176,228,1042,-814,0,0,0,115,0,115,113,1042,-929,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+48,50176,1806,1128,678,0,0,0,0,0,0,1806,1128,678,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+49,50176,1661,657,1004,0,0,0,0,0,0,1661,657,1004,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+5,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+50,49315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+51,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+52,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+53,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
